,标题,作者,漫画分类,风格类型,保存格式,封面,内容简介,是否完结
214,无爱,孤九,内地漫画,"爱情,搞笑",JPG,http://images.dmzj.com/img/webpic/9/1001292291432261404.jpg,鬼彻同人~,已完结
215,小黑猫鬼灯,孤九,内地漫画,"搞笑,其他",JPG,http://images.dmzj.com/img/webpic/0522xiaoheimaoguideng02.jpg,鬼彻同人~,已完结
216,窗,狼樱,内地漫画,"治愈,奇幻",JPG,http://images.dmzj.com/img/webpic/8/1001715681432131701.jpg,一个生病少女的故事,已完结
217,笑战平沙,阿岚,内地漫画,"冒险,格斗,战争",JPG,http://images.dmzj.com/img/webpic/5/1001772451432467068.jpg,苏渊曾说过，如果当上了将军却没有经历过战争，是一件可怕的事情。我和苏宸当时都没有明白这话的意思，其实到了最后我想就算多可怕，我也宁愿他们俩能一直在我身边。当我们三人都不复年少，摆脱了昔日裹雪为衣的日子，位居人上，却似乎有什么发生了变化……,已完结
218,偶遇,阿岚,内地漫画,奇幻,JPG,http://images.dmzj.com/img/webpic/5/1001772451432468004.jpg,故事原型是烂柯人的典故，只是一个小短篇，大概是我画完的第一部小漫画，希望大家能喜欢。,已完结
219,傀儡师,晓解,内地漫画,"爱情,历史,搞笑",JPG,http://images.dmzj.com/img/webpic/3/1432695395.jpg,"神秘村落为何一日陷落，废柴道士如何一步登天，书生如何路遇狐妖，看秃顶大叔如何拯救半妖萝莉。
大家好我是晓解，请叫我晓杰的羊。扣扣：353389103微博：http://weibo.com/xiaojie0xiaojie  站酷：http://xiaojiedeyang.zcool.com.cn",已完结
220,墙生毛,晓解,内地漫画,"侦探,悬疑,其他",JPG,http://images.dmzj.com/img/webpic/3/1432695924.jpg,"在一个月黑逢高的深夜黎明，墙上出现的惨淡人影，惊声尖叫的背后影藏着多少不为人知的往事。
大家好我是晓解，请叫我晓杰的羊。扣扣：353389103微博：http://weibo.com/xiaojie0xiaojie  站酷：http://xiaojiedeyang.zcool.com.cn",已完结
221,舌头叮,晓解,内地漫画,"悬疑,奇幻,其他",JPG,http://images.dmzj.com/img/webpic/3/1432696197.jpg,"食指纤纤，竟然生出一条肉带，不知所以，病急乱投医，流氓乞丐化解疑难杂症。
大家好我是晓解，请叫我晓杰的羊。扣扣：353389103微博：http://weibo.com/xiaojie0xiaojie  站酷：http://xiaojiedeyang.zcool.com.cn",已完结
222,killer,王王阿冬,内地漫画,励志,JPG,http://images.dmzj.com/img/webpic/10/1000244501430386530.jpg,杀手,已完结
223,唯有真爱不可辜负 | GHOST,琳榔头,内地漫画,"爱情,治愈",JPG,http://images.dmzj.com/img/webpic/5/1001722051432869101.jpg,生活中最奢侈的东西都是免费的，比如——爱与陪伴。,已完结
224,名器,白猫座,内地漫画,"冒险,奇幻",JPG,http://images.dmzj.com/img/webpic/12/1001163321433243704.jpg,名器,已完结
225,莲之道士,烏鴉小翼,内地漫画,"冒险,奇幻,搞笑",JPG,http://images.dmzj.com/img/webpic/18/1433316530.jpg,道士小莲旅行中，遇到发生尸变的村庄…,已完结
226,同类,HAhatoyo,内地漫画,搞笑,JPG,http://images.dmzj.com/img/webpic/7/1001893871433313869.jpg,同类,已完结
227,最后一次的恋爱,萧渺,内地漫画,"校园,百合,生活",JPG,http://images.dmzj.com/img/webpic/14/136805741433340563.jpg,百合故事,已完结
228,stay with me,萧渺,内地漫画,"爱情,百合,治愈",JPG,http://images.dmzj.com/img/webpic/14/136805741433340328.jpg,姐妹百合,已完结
229,女人不傻,橘红茶,内地漫画,"其他,励志,生活",JPG,http://images.dmzj.com/img/webpic/0/1001905801433400370.jpg,做为一个理性的女人不应该为了越轨欲望而伤害自己。,已完结
230,打通关系,B.F.QUEEN,内地漫画,搞笑,JPG,http://images.dmzj.com/img/webpic/3/1434004536.jpg,激动人心的高考已经过去，但是关于高考的传说，始终在世间流传……,已完结
231,废铁,里门门,内地漫画,"冒险,科幻",JPG,http://images.dmzj.com/img/webpic/19/1001974991433837013.jpg,"机器人的故事
",已完结
232,萤夏之森,真攸,内地漫画,"治愈,奇幻",JPG,http://images.dmzj.com/img/webpic/4/1001909441433766562.jpg,友情与亲情，两个少年的故事~,已完结
233,仲夏之梦,真攸,内地漫画,"纯爱,治愈,奇幻",JPG,http://images.dmzj.com/img/webpic/4/1001909441433766072.jpg,哥哥和弟弟的爱恨情愁233333,已完结
234,仓鼠公主,真攸/伊凯,内地漫画,"爱情,奇幻",JPG,http://images.dmzj.com/img/webpic/13/1002003731434040043.jpg,这是一个各种毁童话但又美好的爱情故事......,已完结
235,鱼果生存手册,鱼果动画,内地漫画,"热血,职场,搞笑",JPG,http://images.dmzj.com/img/webpic/19/1001959391433733245.jpg, “我是一个做动画的，有什么想知道的，都来看看吧。” 我们是普通的文艺，微微的二。做动画的长啥样？不就这样嘛！ 做着各种好玩或者不好玩的片子，用心创造美，也创造生活。,已完结
236,香儿诞生记也是我的顺产日记,吉祥,内地漫画,生活,JPG,http://images.dmzj.com/img/webpic/3/1001905431433862310.jpg,《香儿诞生记也是我的顺产日记》是我的第一篇漫画作品 画的不好 但故事是真实的 准备生宝宝的姐妹们可以拿去借鉴一下 当妈妈以后发现其实生产是很简单的事情了 漫长的母亲道路刚刚起程 希望我能是一个合格的家长 …… ,已完结
237,纯手工DIY小宝贝背带裤,吉祥,内地漫画,生活,JPG,http://images.dmzj.com/img/webpic/3/1001905431434078057.jpg,宝贝穿上之后很漂亮，我的心情美美哒！,已完结
238,末日之殇序幕,Mo_飛煙,内地漫画,"科幻,纯爱",JPG,http://images.dmzj.com/img/webpic/10/1000967301434137393.jpg,黑历史,已完结
239,有感而发,林鸽Create,内地漫画,搞笑,JPG,http://images.dmzj.com/img/webpic/0/1002087001434557761.jpg,记录生活中的事,已完结
240,跟踪,小摸/松本弥,内地漫画,其他,JPG,http://images.dmzj.com/img/webpic/2/1002082821434537011.jpg,主角半夜收到一条奇怪的短信要求他去还书，在去图书馆的路上他发现被一个奇怪的女人跟踪……,已完结
241,乱乱的人生,Neku锅,内地漫画,搞笑,JPG,http://images.dmzj.com/img/webpic/5/1001986451434538555.jpg,随意的作品~~,已完结
242,金玉王朝同人,逍遥公子,内地漫画,纯爱,JPG,http://images.dmzj.com/img/webpic/9/1002085491434607410.jpg,只是练手的同人短篇,已完结
243,狙击战,脑洞开发者,内地漫画,"历史,战争",JPG,http://images.dmzj.com/img/webpic/14/1002089941434612278.jpg,这是我的习作，对话都没有填哦，大家可以各种发挥，PS：至于原本的意思是关于狙击的小知识，如风力是如何测量，在雪地如何测量，如何隐藏气息与动静。。。,已完结
244,祝老爸身体健康,小孟宝宝mxm,内地漫画,"治愈,生活",JPG,http://images.dmzj.com/img/webpic/19/1002099391434651403.jpg,父亲节，祝老爸身体健康！,已完结
245,锤基 Life sentence,废材阿布,内地漫画,纯爱,JPG,http://images.dmzj.com/img/webpic/18/1002101381434679543.jpg,"锤基同人：一个关于庄周梦蝶的故事。（画于thor 2上映前期的旧作，由预告展开的脑洞。）

作者微博http://weibo.com/ryobu",已完结
246,一席忘川,洋洋兔动漫,内地漫画,"爱情,武侠",JPG,http://images.dmzj.com/img/webpic/18/1002093781434710349.jpg,一个公主和将军的故事。,已完结
247,异星历险记,夏菱,内地漫画,"冒险,科幻,热血",JPG,http://images.dmzj.com/img/webpic/4/1002069241435034322.jpg,乡村少年养鸡记。,已完结
248,你所不知道的另一个父亲节,猩猩队长C4,内地漫画,"其他,治愈",JPG,http://images.dmzj.com/img/webpic/2/1002154421435063928.jpg,我们拴住了狗狗，狗狗拴住了我们的心。,已完结
249,螳螂拳,晓解,内地漫画,"格斗,科幻,武侠",JPG,http://images.dmzj.com/img/webpic/3/1000432831435113017.jpg,"在一个晚上，我的母亲对我说……
大家好我是晓解，请叫我晓杰的羊。扣扣：353389103微博：http://weibo.com/xiaojie0xiaojie 站酷：http://xiaojiedeyang.zcool.com.cn",已完结
250,美牛村,酷动像,内地漫画,"爱情,搞笑",JPG,http://images.dmzj.com/img/webpic/4/1002166641435138837.jpg,从前有个残暴的女王，无意中从神镜得知自己不是罪美丽的人，于是毁掉了城内所有的镜子。,已完结
251,搞灰机工作室趣闻,黑星星,内地漫画,搞笑,JPG,http://images.dmzj.com/img/webpic/14/1002177341435212210.jpg,搞灰机工作室趣闻,已完结
252,水立方物语,黑星星,内地漫画,搞笑,JPG,http://images.dmzj.com/img/webpic/14/1002177341435213195.jpg,水立方物语,已完结
253,人偶师的故事,青鸟童话,内地漫画,"爱情,魔法",JPG,http://images.dmzj.com/img/webpic/16/1002177561435218547.jpg,一个悲伤唯美的故事~,已完结
254,行走在心间的旅人,空谷回川,内地漫画,神鬼,JPG,http://images.dmzj.com/img/webpic/6/1002178061435216925.jpg,一个青蛙遇到山神的故事^^,已完结
255,田螺少年,洛娅／空城,内地漫画,"爱情,魔法",JPG,http://images.dmzj.com/img/webpic/13/1000952731435223317.jpg,有一个田螺少年陪着我……,已完结
256,梦境,melanin,内地漫画,"爱情,生活",JPG,http://images.dmzj.com/img/webpic/16/1002095761435280995.jpg,关于能不能活着还奢望爱情的故事。,已完结
257,晓面师,melanin,内地漫画,"治愈,奇幻,生活",JPG,http://images.dmzj.com/img/webpic/16/1002095761435280718.jpg,关于假死与真死的故事。,已完结
258,墨引,葱君,内地漫画,"纯爱,热血,武侠",JPG,http://images.dmzj.com/img/webpic/4/1002164641435571889.jpg,长枪独守大唐魂,已完结
259,猫舅舅和鸟公子,人参果冻,内地漫画,"纯爱,搞笑,生活",JPG,http://images.dmzj.com/img/webpic/11/1435633280.jpg,"勤勤恳恳的人妻猫舅舅，遇到了从天而降的傲娇鸟仔。<br>
少爷与流浪汉的猫仔版，喵~",已完结
260,少爷和流浪汉(狗仔版),人参果冻,内地漫画,"纯爱,治愈,搞笑",JPG,http://images.dmzj.com/img/webpic/11/1435637014.jpg,家养傲娇犬遇上了流浪的小狗狗~,已完结
261,La Corda,奈希莉缇,内地漫画,"爱情,生活",JPG,http://images.dmzj.com/img/webpic/13/1002263931435808770.jpg,La Corda,已完结
262,一手插画集,刘一手01,内地漫画,搞笑,JPG,http://images.dmzj.com/img/webpic/11/1002266311435821192.jpg,一些个人插画,已完结
263,双月,针尖上的木偶,内地漫画,"校园,悬疑,其他",JPG,http://images.dmzj.com/img/webpic/10/1002278701435902194.jpg,毕业典礼结束那天，千和空一起去买了烟花，在教学大楼的顶上度过了她们最后的夏天。烟花的光芒印在她们从第一次相见到现在的脸上，不知道为什么空的笑容里面透露着悲伤。绚丽的颜色在头顶上绽放，烟花的光芒印在她们从相见到现在的脸上，那些灰暗的背影被慢慢地点亮。但是真正的灰暗仍然在一点点的侵蚀空，当千发现时……,已完结
264,莲台寺郊外之战,二斯特洛夫斯基,内地漫画,"格斗,搞笑",JPG,http://images.dmzj.com/img/webpic/0/1002267401435893581.jpg,为了清十郎~~,已完结
265,趣味家族之 甜甜在路上,肉松,内地漫画,"治愈,搞笑",JPG,http://images.dmzj.com/img/webpic/18/1002267181436179230.jpg,喜欢动漫插画，热爱分享,已完结
266,同类,小鑫子君,内地漫画,"爱情,励志,生活",JPG,http://images.dmzj.com/img/webpic/15/1002307951436168110.jpg,独自一人追求漫画梦想的少年，从未被称赞过的他遇到同样努力的外卖少女，孤独的两个人彼此鼓励着，温暖着对方。在梦想终于要实现时，少年因为生活的变故不得不放弃。但是少女努力的身影让他了解了孤独地努力的人，有着很多的同类。最终继续努力追求自己的梦想。,已完结
267,剑三策藏『照水砂』,开眀,内地漫画,纯爱,JPG,http://images.dmzj.com/img/webpic/6/1002323061447911992.jpg,剑三天策X藏剑 同人漫画,已完结
268,约定之地,栗子liz,内地漫画,"爱情,生活",JPG,http://images.dmzj.com/img/webpic/10/1002379501436449608.jpg,小萝莉素素和暖男阿寒的故事,已完结
269,Parallel Lines,Ahdid,内地漫画,"校园,纯爱,奇幻",JPG,http://images.dmzj.com/img/webpic/13/1002361531436444610.jpg,fate系列同人作品，全年龄，架空校园，言金向。,已完结
270,哥变成魔法少女了？！,鼠叔,内地漫画,"冒险,魔法,搞笑",JPG,http://images.dmzj.com/img/webpic/2/1439368907.jpg,"哥本是一个热爱偷看妹纸的宅男，突然有一天，哥居然变身成了美少女！！！！
这是一堆宅男为了成功变身成汉纸而不断努力打小怪兽的悲惨[逗比]生活……
一周双更哦~，每周二和周六等你！",已完结
271,吸血鬼莱斯特,桐W-Gist,内地漫画,"悬疑,奇幻",JPG,http://images.dmzj.com/img/webpic/8/1002390881436495389.jpg,根据《吸血鬼莱斯特》小说改编的同人漫画。,已完结
272,断涯,单寻,内地漫画,"纯爱,热血,武侠",JPG,http://images.dmzj.com/img/webpic/7/1001806671436784996.jpg,武林盟主X魔教教主的相爱相杀~！,已完结
273,Big Bar,剧象漫画,内地漫画,"其他,搞笑",JPG,http://images.dmzj.com/img/webpic/7/1438222957.jpg,看起来就很棒的酒吧……和一群看起来就很（bing）正（bu）常（shi）的店员的故事……,已完结
274,偏执,mishiki酱油,内地漫画,"爱情,悬疑",JPG,http://images.dmzj.com/img/webpic/3/1002469631437036778.jpg,"一个关于梦想与现实的故事√
故事中的每一个人和物基本都有一个相应的内涵呢（然而我好像把他们埋得太深了比较难看出来= =）啊总之是个主题略微消极的漫画呢",已完结
275,Our-D,凸小涂,内地漫画,"冒险,治愈",JPG,http://images.dmzj.com/img/webpic/15/1002180951437032277.jpg,一个追梦的故事 ……,已完结
276,炫彩计划,阿里-马世廷,内地漫画,其他,JPG,http://images.dmzj.com/img/webpic/9/1002493091436956082.jpg,炫彩计划,已完结
277,便签少女,漫画行／幽·灵,内地漫画,"校园,励志",JPG,http://images.dmzj.com/img/webpic/17/1002605571437463552.jpg,在初中最后一次运动会上，从未开过口讲话的少女吴雨晴竟然报名参加没有人愿意参加的三千米长跑。为了练习长跑，吴雨晴做了一系列引起她的同桌周动不满的事。但在慢慢的接触中，周动发现了吴雨晴的努力和可爱之处。正式比赛时，吴雨晴却被老师换下，于是她在平时练习跑步的地方，完成了三千米跑，并获得了同学们的认可。,已完结
278,乒乒乓乓,良筑良作／幽·灵,内地漫画,"竞技,热血,励志",JPG,http://images.dmzj.com/img/webpic/8/1002605481437464664.jpg,公园里设了乒乓球台，喜爱打乒乓的阿明每天放学都会飞奔过来，可每次球桌都被先到一步的学生占满。阿明找来因智障无法上学的“聪明”，让他帮忙每天抢占球桌，并答应聪明只要做到就让他打球……,已完结
279,月下美人,良筑良作／米沙,内地漫画,爱情,JPG,http://images.dmzj.com/img/webpic/14/1002605141437466223.jpg,女孩儿林小海是一名小摄影家，却被老师一句话否定了所有参加摄影比赛的作品。无奈的小海跟着爸爸去首都进行采风，却在采风过程中遇到了一位异常美丽的少年。少年的真实身份竟然是京剧的旦角演员！在和少年交谈时，小海莫名其妙的被卷入了一起绑架事件……,已完结
280,拜金女王,良筑良作／巴布,内地漫画,"校园,励志",JPG,http://images.dmzj.com/img/webpic/0/1002605201437470615.jpg,身世复杂的拜金女王突然收到十年后的自己打来的电话，诉说十年后自己将会变得无比落魄，造成这一切的罪魁祸首就是一直嘲讽自己的同学何家文！必须阻止何家文买到这一期的彩票才能让自己不会沦落成乞丐！为了自己的将来，拜金女王开始了与何家文的彩票大战。,已完结
281,迷宫幻影,良筑良作／Docurro,内地漫画,"冒险,科幻",JPG,http://images.dmzj.com/img/webpic/12/1002605521437472134.jpg,迷宫——埋藏着无数的宝藏，同时又机关重重。在欲望与生死的纠缠中，人类迎来了机械时代。迷宫寻宝专用的机器人也被开发了出来，他们被称为Seeker秘寻机。菜鸟机械师阿德涅带着被自己修复的秘寻机特修斯参加秘寻机迷宫破解大赛，但是特修斯的寻路系统却有致命的问题，无法探寻迷宫道路，也就是路痴。,已完结
282,最强之战,漫画行／小野妹子,内地漫画,"竞技,热血",JPG,http://images.dmzj.com/img/webpic/8/1002605281437546274.jpg,被誉为初中生网球界“最强之盾”的少年张章，与“最强之矛”——成澔声的对决，被评为年度最受关注的比赛TOP1。幼年的张章曾是网球天才少年成澔声的粉丝，但在成澔声的讽刺下，他对成澔声的印象彻底崩盘，并刻苦练习，目标是打败成澔声。在对决中，张章用自己专门用来对付成澔声的打法，险胜成澔声，并获得了成澔声的认可。,已完结
283,一脚抽射,漫画行／KA-O,内地漫画,"竞技,校园,奇幻",JPG,http://images.dmzj.com/img/webpic/11/1002605311437552643.jpg,小游开始了自己的高中生活，想要一改自己以前女汉子的形象做一个淑女，但是却患上了奇怪的射门强迫症，看到球状物体就会忍不住去踢，后来发现自己其实是被一个足球少年小光的灵魂附身了，为了解救自己，必须完成小光的心愿，慢慢的小游也开始了解自己真正想要的是什么，最终，他们冲入了决赛的球场。,已完结
284,嫣红,良筑良作／FELINE,内地漫画,爱情,JPG,http://images.dmzj.com/img/webpic/0/1002605401437554843.jpg,本作品为描写江户时期吉原贫苦女子穷途末路状态的作品，她们获取经济利益的对象不分阶层，而以出卖感情为职业的她们也不能拥有自己的爱情。作品中女主人公樱子在目睹了两位同期姐妹的末路后，遇到了喜欢自己的画家（田中三郎）。画家的出现会对她的生活状态带来多大的改变？不同的抉择又会将樱子引向何方……,已完结
285,旋风快递,漫画行／A4-台风,内地漫画,"格斗,热血",JPG,http://images.dmzj.com/img/webpic/17/1002605371437555956.jpg,旋风快递员小风来到圣水镇送两件快递。第一件快递的收件人被当地德隆黑帮绑架，小风为送达快递与黑帮产生冲突。原来快递是能使圣雨再次降临的装置，小风打败了黑帮并解救了圣水镇。而第二件快递的收件人竟然是德隆黑帮老大！,已完结
286,微人类,良筑良作／Shane菜,内地漫画,"冒险,奇幻",JPG,http://images.dmzj.com/img/webpic/1/1002605411437558081.jpg,微人类描述在一个其他事物都要比人要大的世界，人类都是极度渺小和脆弱的。如弱肉强食一样，人类也成了动物们的盘中餐，而主人公一个弱小的女孩又该如何生存下来呢？她的身上又会发生些其他的什么事呢？,已完结
287,蓝色雨伞,空枣,内地漫画,"爱情,治愈",JPG,http://images.dmzj.com/img/webpic/13/1000214731437558182.jpg,个人high的绘本作业,已完结
288,你看起来很好吃,空枣,内地漫画,"爱情,美食,搞笑",JPG,http://images.dmzj.com/img/webpic/13/1000214731437557539.jpg,8月将会把这个短篇修整人设在 快 看 漫 画 开始连载~名字改为《美味的你》有兴趣可以看看~w,已完结
289,桃源怪谈,漫画行／八禺,内地漫画,格斗,JPG,http://images.dmzj.com/img/webpic/3/1002605431437626000.jpg,亦余心之所善兮，虽九死其犹未悔。在一个村子里，妖怪肆虐，小和尚的师父为了驱逐妖怪而牺牲了。有一天，小和尚修行的庙里来了一个没有双腿双耳双眼的游方僧人，他晚间借宿，白天消失。然而，似乎只有小和尚能看到这个游方僧人，而在村民的眼里，他一直在自言自语。村民们怀疑他被妖魔附身，将他驱逐出境。妖怪当夜屠杀村庄，小和尚为了拯救村民，将肉身送给游方僧人，使其能借助自己的肉身用法力击退妖魔。,已完结
290,死神之怒,漫画行／小野妹子,内地漫画,"搞笑,神鬼",JPG,http://images.dmzj.com/img/webpic/8/1002605281437642386.jpg,一个剑客遇到了死神，一个丧失了伤害他人能力的死神。原来，死神因为讽刺邪神，而被邪神夺走镰刀。他在人类剑客的各种奇怪方式的帮助下，夺回自己的镰刀，打跑了邪神。,已完结
291,深蓝,良筑良作／fish,内地漫画,"冒险,奇幻",JPG,http://images.dmzj.com/img/webpic/4/1002605441437643710.jpg,北地的圣地是白雪世界中唯一一块的绿色丛林，主人翁美藏的父母为了完成曾经许下的愿望带着一家人来到了这里观雪朝圣。在前往北地的旅途中，美藏一家救下了吊在树上的朵拉并且收留了她。来到圣地附近的村子之后，美藏姐弟不小心发现了村民的秘密，使得一家人被村民们囚禁。此时，朵拉为了报恩使用魔力救了他们，不幸的是——父亲战死，弟弟又对神奇魔法产生贪婪的想法，真正的矛盾和悲剧才刚刚开始……,已完结
292,朝华纪事,良筑良作／风息神泪&LOLI武士,内地漫画,"爱情,历史",JPG,http://images.dmzj.com/img/webpic/16/1002605561437647971.jpg,姜昭来自记史一族，他找到即将成为朝华国王后的楚暮醒，为的是向她预言朝华国灭亡的命运。但是暮醒并不打算屈从似乎无法改变的命运，她想了一切能想的办法想要拯救自己的国家。姜昭在一旁静静观看着朝华的最后一缕光芒，他会出手相救吗？朝华的命运又将如何？,已完结
293,有约在先,黑麦,内地漫画,生活,JPG,http://images.dmzj.com/img/webpic/3/1002677431437720624.jpg,两个男孩的故事,已完结
294,我和路易十六在公园,黑麦,内地漫画,励志,JPG,http://images.dmzj.com/img/webpic/3/1002677431437719486.jpg,男孩、男人与狗的故事,已完结
295,九杰的吸管,囧MY,内地漫画,"校园,搞笑",JPG,http://images.dmzj.com/img/webpic/13/1002750731437986693.jpg,该短篇讲述了一名高中生对如何取吸管而烦恼，却被他的发小解决了这个问题。两人...,已完结
296,狼心WEREWOLF,于彦舒,内地漫画,"格斗,爱情,魔法",JPG,http://images.dmzj.com/img/webpic/4/1000857041438049404.jpg,一位是飒爽女警，一位是神秘狼人，未曾谋面却似曾相识。“无论相距多远、相隔多久，我也会找到你……因为，我爱你。”,已完结
297,契约演奏家,于彦舒,内地漫画,"魔法,悬疑",JPG,http://images.dmzj.com/img/webpic/4/1000857041438051392.jpg,中世纪的欧洲某个小镇，生活平淡无奇。有一天，小镇的平静却被一只黑色的猛兽打破，连续发生樵夫在山林中被所谓的狼人咬死的事件，镇上陷入恐慌……,已完结
298,圣克鲁斯战队,于彦舒,内地漫画,"冒险,搞笑",JPG,http://images.dmzj.com/img/webpic/4/1000857041438053757.jpg,"高富帅战队队长=矮穷搓寒酸学生？
精英玩家与奇人异事的奇趣碰撞生活！",已完结
299,这个女主有点壮,岚子宇,内地漫画,"校园,纯爱,搞笑",JPG,http://images.dmzj.com/img/webpic/3/1002771431452773843.jpg,一位“少女”与校园王子们的故事（X）【PS：请务必自备眼镜，保护好眼睛】,已完结
300,巫魔挽歌,剧象漫画,内地漫画,"科幻,魔法",JPG,http://images.dmzj.com/img/webpic/7/1438223249.jpg,这是一个混乱的世界，在这个世界，除了尖端的科技外，也有一些所谓的会魔法的人存在，他们就被叫做——,已完结
301,替身演员火柴人,剧象漫画,内地漫画,搞笑,JPG,http://images.dmzj.com/img/webpic/7/1438223335.jpg,大家好，我是火柴人，就叫火柴人，当然手脚都是火柴棍，脸上也没有表情……,已完结
302,瓶子心,鲁雅,内地漫画,"治愈,奇幻,生活",JPG,http://images.dmzj.com/img/webpic/2/1002778621438085382.jpg,只要勇敢的走出一步！相信朋友就在身边！！,已完结
303,诛神之夏,小小刀／渡之鸟,内地漫画,"爱情,奇幻,搞笑",JPG,http://images.dmzj.com/img/webpic/9/1439974619.jpg,由小说衍生出的节操满地的原创萌系漫画！屠神者和天庭达成停战协议，而杨戬作为人质成为了少女形态屠神者的“奴仆”……但是，临近协议到期时，各色势力纷纷向两人逼来，两人原本还算平静的日常生活顿时出现了翻天覆地的变化。是在沉默中爆发，还是在沉默中死亡，抉择的岔路出现在杨戬的面前……,已完结
304,熬翔疾走 ,天极焉加,内地漫画,"冒险,爱情,搞笑",JPG,http://images.dmzj.com/img/webpic/9/1002814291438233036.jpg,一个拉屎找不到厕所但是又着求婚但是中途又出现各种混乱事件的故事。,已完结
305,神精并战争,剧象漫画,内地漫画,"校园,搞笑",JPG,http://images.dmzj.com/img/webpic/7/1002475871438224574.jpg,小小好可爱，我要是个汉子就娶了她！等等那边的两个变态，我叫警察了！,已完结
306,死神追击,剧象漫画,内地漫画,"魔法,悬疑",JPG,http://images.dmzj.com/img/webpic/7/1002475871438225014.jpg,我们提供给您，追杀死神的服务！,已完结
307,今天开始侵略地球,P-child,内地漫画,"科幻,搞笑",JPG,http://images.dmzj.com/img/webpic/1/1002820611438246967.jpg,撸一把腿毛，看纯♂情的哲♂学漫画吧——蠢萌外星人侵略地球遭遇不可估计的阻碍，漫画中的刁蛮少女来到现实世界……学校宝藏大揭密，上课短信大战、扑克脸少年遇到萌少女，普通的学校生活在此刻爆笑升华，这就是诡异又爆笑のP-child的短篇世界。短篇集特别收入《龙漫少年》杂志连载时从未公开过的新短篇！敬请期待！,已完结
308,G革命,JM·吉尔伯特／Kyosa,内地漫画,科幻,JPG,http://images.dmzj.com/img/webpic/4/1439520632.jpg,来自赫兹纳斯特的高等外星生命体——恒灵，以信息化的纯含量形式存在于这个宇宙中，它们分成了两个对立的阵营“米睿魔”和“莫恩玛”在地球上开始了新的较量，并通过意识和人类发生微妙的交流。进入20世纪，人类发明了一种叫手机的通讯工具，但只有少数人知道，手机的发明，幕后具有一个宇宙的阴谋。,已完结
309,半夜扯谈,HL,内地漫画,"冒险,悬疑,其他",JPG,http://images.dmzj.com/img/webpic/3/1002823831438256962.jpg,这是一个严肃的恐怖故事....,已完结
310,心钥,Pan,内地漫画,"百合,悬疑,奇幻",JPG,http://images.dmzj.com/img/webpic/11/1002819911438245817.jpg,森林的图书馆藏着一本真理之书，但馆长的钥匙多得数不清，究竟哪一把才能打开它？,已完结
311,自在飞花,三千笑容,内地漫画,爱情,JPG,http://images.dmzj.com/img/webpic/2/1002839621438327178.jpg,一个美好的爱情故事~,已完结
312,初色堂,三千笑容,内地漫画,"魔法,纯爱,搞笑",JPG,http://images.dmzj.com/img/webpic/2/1002839621438327974.jpg,生存于现代都市夹缝中的妖魔和人类之间的小故事,已完结
313,茨威格与霍金,P-child,内地漫画,"爱情,魔法,搞笑",JPG,http://images.dmzj.com/img/webpic/1/1002820611438335765.jpg,号称是来自未来的，并且声称是对方女朋友的神秘女孩齐妙出现在了男主角韩淼面前。一起逛街频出状况，半路杀出强力“情敌”，就连买个卫生纸都感觉历经艰险，跋山涉水，我们的女主角却还乐在其中，完全看不出一点未来人的感觉。总之，在这个超脱线的女主角面前，可怜男主角的爆笑的校园生活就此开始。,已完结
314,陆兮奥惊悚故事集,吴亚莅,内地漫画,"悬疑,其他",JPG,http://images.dmzj.com/img/webpic/6/1002927861438656846.jpg,普通职员陆兮奥的另一个身份是功成名就的恐怖悬疑小说家，能看到别人看不见的一些东西，当他接近危险时，神秘的安全警示栏总会出现，而本能又让他不由自主地接近危险。陆兮奥短篇集讲述的就是他成名前经历的不可思议的危险事件！你的肾上腺素准备好了吗？,已完结
315,回转先生,苏夏,内地漫画,"校园,搞笑",JPG,http://images.dmzj.com/img/webpic/12/1002928521438658896.jpg,古怪的问题老师，调教垫底问题班级？！接管了高一9班的新任老师太史东，竟是满口古文身穿古装的科技盲，仿佛从古代“穿越”过来！而且在这个拥有不可思议学生们的班级里，又将带来怎样的冲击？丝毫没有现代感的“先生”，真的可以解决众多问题吗？随着他的到来而发生的一连串怪事，真相和背后的人物到底是……？,已完结
316,骚动！男生宿舍,佐手,内地漫画,搞笑,JPG,http://images.dmzj.com/img/webpic/6/1002933461438674208.jpg,运动男悦翔进入高中的第一天变被一名奇怪的室友纠缠上，该位室友不与人同眠便无法入睡。悦翔只能想各种招数帮助室友……然后，解决一件事件后，接二连三出现的是24小时带着面具的男人，和自称是爷们的妹子也住了进来。一出怪人的汇集争强好斗的宿舍喜剧开始了……,已完结
317,行侠都市,佐手,内地漫画,"冒险,科幻",JPG,http://images.dmzj.com/img/webpic/6/1002933461438677835.jpg,洛克市，人口1700万，生活在这里的人们，皆不以道德、法律为行为准则。是一座真正的犯罪之都！,已完结
318,知更,寅仔,内地漫画,"爱情,魔法,治愈",JPG,http://images.dmzj.com/img/webpic/2/1002932821438671479.jpg,一个小小爱的故事～,已完结
