,漫画ID,标题,作者,封面,内容简介,是否完结,最新章节
422,211600,欲望商店,元气工场,https://oss.mkzcdn.com/comic/cover/20190807/5d4a9e9e2dec0-700x933.jpeg!cover-400,"
              金钱财富美貌。。。。你想要么来欲望商店吧，这是一个神秘而又黑暗的店铺。它专销售黑魔法物件，可以满足人类的各种欲望，然而，同样的，几乎每样东西都藏着不可知的危！险！力！量！身怀欲望而来的顾客们背景奇异的店主兄弟长不大的双胞胎姐妹。。。。。每次都有客人被这种不可知的危险力量所吸引，这中间又有着怎样的故事只是，道具虽好，可不要太贪心哦，不然店主也救不了你……              ",连载中,第47话
423,209587,独立世界,国漫堂,https://oss.mkzcdn.com/comic/cover/20171201/5a2124a1c57e0-578x770.jpg!cover-400,"
              为了寻找记忆，昏迷半年醒来的天才电竞少年鹿子健带领着逗比高富帅白宇、高冷黑客恭囍、热血菜鸟桃慕白组成了一支独特的电竞队伍，目标直指全国联赛！而这时，阴谋渐渐靠近……              ",连载中,第50话 中断（下）
424,212185,神秘老公有点坏,剧能玩,https://oss.mkzcdn.com/comic/cover/20171112/5a0836a3dc8d0-600x800.jpg!cover-400,"
              车祸之后，还被人强行拖上车——一个月后，意外怀孕，她被打个半死。顾天擎，这个站在帝国顶端，最富有最神秘的传奇人物，所以是她孩子爸爸？孩子没了，本来以为可以摆脱他，没想到……              ",连载中,第50话
425,214650,你的眼泪很甜,咸鱼缸,https://oss.mkzcdn.com/comic/cover/20190725/5d395f6e98011-750x999.jpg!cover-400,"
              为了变成一个会哭的正常人，左小夏开始了努力收集他人眼泪的过程，可谁能想到自己会在这个过程中，被那个校草缠上？              ",连载中,第19话 我喜欢的人就在眼前
426,215001,蝶影重重,阿柯文化,https://oss.mkzcdn.com/comic/cover/20191107/5dc3cbce77257-750x999.jpg!cover-400,"
              特工穿越，自带逆天技能，可扮猪吃老虎。宫廷争斗，女人之间的撕扯，步步心机。她，冷宫弃妃，表面无能，却是事事掌握在手中。他，南国质子，表面怯懦，实则高深莫测。俩人因食物相识，却也相爱着。
皇权争夺，要江山还是要美人？女主说，我都要！              ",连载中,第28话 拉拢二皇子
427,209850,盾之勇者成名录,アネコユサ 藍屋球,https://oss.mkzcdn.com/comic/cover/20190119/5c428ff4dc021-450x600.jpg!cover-400,"
              作为盾之勇者被召唤至异世界的岩谷尚文。谁知展开冒险才到第三天就被战友背叛，一口气失去了身为勇者的名声及所有盘缠。……为什么只有我碰上这种倒霉死啊！不信任疑念猜忌，世界上的所有人事物都是仇敌！尚文陷入再也无法相信他人的状态，此时却见一名少女出现在他面前……！在苦恼的尽头，他所得到的究竟是什么东西呢！              ",连载中,第60话 共同抗敌
428,214402,烈火女将,阿柯文化,https://oss.mkzcdn.com/comic/cover/20190924/5d89aff067f76-750x999.jpg!cover-400,"
              她是战神，她是修罗，她是十万火烈军的魂，娇骨铮铮，不让须眉。为国出征，她的母亲却被害至死，她誓要报仇，却突然发现这里面藏着一个惊天阴谋。他是侠客，他是神医，他是深藏不露的细作，温婉如玉，忠肝义胆。他怀着目的接近她，却替她医好满身伤疤，在不知不觉中爱上了她。李青潼拿匕首抵着他：“你到底是谁！不说我杀了你！”司有禹邪魅一笑：“你这样对你的夫君，是想守活寡吗？”              ",连载中,第82话 将计就计
429,207726,章鱼小妹进阶攻略,莫莫特,https://oss.mkzcdn.com/comic/cover/20180411/5acdd1449c015-614x819.!cover-400,"
              蓝未未，一位刚满16岁的少女。从小到大都只能读女校！？？因为在蓝未未身上却藏着一个不为人知的秘密！漫客栈新作《章鱼小妹进阶攻略》火热来袭~敬请期待！              ",连载中,130最终回
430,213416,研香奇谈,豆腐漫画,https://oss.mkzcdn.com/comic/cover/20200220/5e4e71a8da485-750x999.jpg!cover-400,"
              【每周六更新】西域妖族少年误闯长安遇上黑心研香师，一人二妖同住屋檐之下，在种种矛盾和摩擦中引发了一系列麻烦事件。风云诡谲的长安古都，起死回生的研香秘术……人和妖，两条命运线将交织出怎样的故事？              ",连载中,第87话 赤帝子
431,214439,龙组之战神异骸,极漫文化,https://oss.mkzcdn.com/comic/cover/20190523/5ce609f4efadd-747x996.jpg!cover-400,"
              引古籍，定风水，破石盘，战神头骨临世，龙组五处强势接管却被天宫会偷天换日般夺走。神话光环褪色，外星遗民的永生密码惑乱人心。远赴中东抢分解器，激战冠军侯墓夺权杖，乱战的对手却为千年前的情缘……              ",连载中,第48话 情思
432,215157,步步毒谋:血凰归来,二次元动漫,https://oss.mkzcdn.com/comic/cover/20191227/5e055ba38d929-750x999.jpg!cover-400,"
              不为天下生，只为复仇亡;重生，即是为了复仇而存在，但是这个漫长的路途中却遇到了改变楚洛衣一生的人，他对她死缠烂打，用尽所以心机，她却依然不为所动，最后，他说:“如果情爱只是因为有利用价值而存在，那么我会让自己一直有被你利用的价值，直至永远。”              ",连载中,第20话 醋坛子翻了
433,214159,江湖再贱,掌阅漫画,https://oss.mkzcdn.com/comic/cover/20190628/5d15c75aa4602-750x999.jpg!cover-400,"
              【每周五更新】“没头脑”的少盟主沈霄励志要让“不高兴”的大魔王司空楠回头是岸，但不仅劝降失败，还顺便被绑架做了“压教夫人”（大雾）？真是一段可歌可泣难舍难分闻者落泪，听者伤心的旷世兄弟情～              ",连载中,第85话 一起去……那个
434,212942,恋爱已下载99.9%,璃子lz,https://oss.mkzcdn.com/comic/cover/20180714/5b49ee8dad949-470x626.jpg!cover-400,"
              集身高差，年龄差，养成，青梅竹马于一身的少女漫              ",连载中,23
435,214992,我的极品特工老婆,掌阅文化,https://oss.mkzcdn.com/comic/cover/20191101/5dbc01052873d-750x999.jpg!cover-400,"
              佣兵之王林晨回归都市，在一次万人相亲大会上，与一名女特工完成了史上最快的闪婚。从此之后，风云突变，林晨的都市生活更加精彩纷呈。              ",连载中,第19话 误打误撞
436,210229,阿U,元达文化,https://oss.mkzcdn.com/comic/cover/20180616/5b24dd01e8012-904x1205.jpg!cover-400,"
              阿U，U（you）时代的校园爆笑王，爱干不正经事阿U是你的开心保镖，是你的幽默大使，负责你每天的嬉笑玩乐。数不尽的囧事看不完的搞怪，让阿U玩转你的校园生活！！              ",连载中,第82话
437,215038,娇女毒妃,冬漫社,https://oss.mkzcdn.com/comic/cover/20191126/5ddc8f0853b0b-750x999.jpg!cover-400,"
              【每周四、五更新】重生而来，沐云瑶信奉三点：一不与人为善，二不斩草留根，三步相信真情，所以她手段狠辣、横行无忌，宁可搅得天翻地覆，也不委曲求全，可一次相遇之后，总有个冷面王爷跟着她，暗戳戳的想要将她娶回去宠……              ",连载中,第一百四十八话
438,215037,玫瑰陷阱,咸鱼缸,https://oss.mkzcdn.com/comic/cover/20200107/5e1453e38911d-750x999.jpg!cover-400,"
              宁安市首富的独生女——安静，原本拥有令人艳羡的完美生活，却突然在一个晚上遭遇车祸。黑暗中，一个自称命运的小恶魔，给了她一次复活的机会，让她找到谋害自己的凶手。但条件是，她要在一年内，当上时尚杂志的主编，把所有人都踩在脚底下；并且，安静还必须呆在陈落，这个自己唯一的死对头身边。否则一年后她将再次死亡。
复活归来的安静家毁人亡，受尽欺辱，活下去的唯一希望压在了死对头陈落身上。
“我们做个交易吧，只要你愿意帮我，我什么都可以给你。”
“如果我想要你呢？”              ",连载中,第19话 我真的有资格靠近你吗？
439,210844,哥哥是大笨蛋！,吉川流／漫漫动漫授权,https://oss.mkzcdn.com/comic/cover/20180828/5b85025bb301d-270x360.jpg!cover-400,"
              哥哥只是一个标准的妹控而已。。。              ",连载中,第68话
440,210174,骄里娇气,沈悦洁 淘漫画,https://oss.mkzcdn.com/comic/cover/20180723/5b55e7ad3f687-738x984.png!cover-400,"
              《骄里娇气》剧情支持骄里娇气，支持国漫，支持骄里娇气请购买杂志。迄今最BT穿越文,强强联合下的危险产物。司空破晓最新连载，走过路过千万不要错过。主角三人。涂多多，穿了，被老皇帝捡到做了妃子，荣宠N年不减。先后产下一女一子。这便是故事的伊始。沈千娇，穿为涂多多的女儿，五公主啊，小小年纪便380岁男女通吃，真正的带着天使笑容的恶魔！沈天骄，穿为涂多多的儿子，九皇子殿下，平时少言寡语，天大地大，睡觉最大！见过没纯正的腹黑美男！一家子都是穿来的！一个比一个牛！1个拜金现实穿越女1枚腹黑跋扈穿越男1只不明来历神奇外星生物就此，后宫乱了，朝堂也乱了，天下也不能幸免于难…现正在《淘漫画》杂志上进行连载。......本站是更新最快~画质最好的漫画杂志连载网站！！收藏本站，全网第一时间更新！。              ",连载中,第76话
441,209898,龙珠超,鸟山明 とよたろう,https://oss.mkzcdn.com/zymkcover/999/mh/26049.jpg!cover-400,"
              龙珠超漫画，新系列作的舞台为悟空与魔人布欧的壮绝战斗结束后，地球重新恢复和平之后发生的故事。与自漫长沉睡中觉醒的破坏神比鲁斯的相遇，加上曾经被人敬畏为“宇宙帝王”的弗利萨的复活，在此之上更有神秘的人物登场……              ",连载中,第57话 各自的战斗
442,215159,嫡女有毒,极漫文化,https://oss.mkzcdn.com/comic/cover/20200220/5e4e2d73d845c-750x1000.jpg!cover-400,"
              宁紫盈死后重生成病弱的护国候府五小姐宁雪烟，誓要让夏宇航宁雪倩那对狗男女下地狱！
宁雪烟不动声色收拾了护国侯府内的恶仆，却不想勾起了那个冰冷嗜血的男人——逸王殿下的注意！她的谋略心机瞒得过所有人，却瞒不过逸王殿下的一双眼睛。为避免事端与逸王作交易，帮逸王调查前朝兵符一事，甚至做了逸王的侧妃。谁知宁雪烟竟从一封信中意外得知自己前世并非父母的亲生女儿，而她的真实身份更是牵扯着前朝之事……她到底是谁？逸王的接近是别有目的还是巧合？这一世她的命运又是否能顺利度过危机……              ",连载中,第18话
443,215137,大夏王侯,极漫文化,https://oss.mkzcdn.com/comic/cover/20191220/5dfca0d4e7b85-750x999.jpg!cover-400,"
              宁辰意外穿越到大夏王朝，成了长孙皇后身边的一名“太监”，并在巧合之下结识了刺杀夏皇的刺客——暮成雪。他利用古人不懂的先进知识突破重重险难，一路升级打脸飞黄腾达，成为威震九州的大神……              ",连载中,第12话 回宫
444,214837,我的神秘老公,拈花文艺,https://oss.mkzcdn.com/comic/cover/20190912/5d7a0e10a51ac-750x999.jpg!cover-400,"
              听说她人蠢貌丑心肠毒，为了利益，甘愿嫁给毁容残疾的慕三少……顾芷汐对此不屑一顾。
人蠢？她随意一个投资的建议，濒临破产的公司立即起死回生。
貌丑？她洗下伪装的胎记，一张精致的小脸完美无瑕。
不过，这未婚夫是怎么回事？
不是容颜被毁不是不能人道吗？眼前这个帅得惊天动地的男人是谁？              ",连载中,第32话 阴险恶毒的女人
445,214432,贤者之孙,绪方俊辅  吉冈刚,https://oss.mkzcdn.com/comic/cover/20190522/5ce4f53c4c76d-619x825.jpg!cover-400,"
              一个理应意外身亡的青年，以婴儿姿态转世到了异世界！
　　结果被救国英雄──「贤者」梅林．沃夫特捡回家收养，并取名为「西恩」。
　　西恩被当成孙子扶养长大，吸收了梅林毕生所学，练就出一身惊天本领。
　　不过就在他十五岁的那年，梅林爷爷却说：「忘了教他常识了！」
　　因此，为了学习常识并结交朋友，西恩进入亚尔斯海特高等魔法学院就读              ",连载中,第36.2话
446,215229,"少帅,你老婆要翻天!",极漫文化,https://oss.mkzcdn.com/comic/cover/20200118/5e22d8dd99462-750x999.jpg!cover-400,"
              生逢民国乱世，出身富贵人家，
纵然心比天高，却因庶出身份而只能宝珠蒙尘……
从未想过与命运斗争中能遇见一个能把你宠上天的人！
你作天，我帮你顶着苍穹！
你做地，我帮你踏平山川！              ",连载中,第11话 会投胎而已
447,212164,隐山梦谈,凤凰娱乐,https://oss.mkzcdn.com/comic/cover/20171102/59fa8633837c6-600x800.jpg!cover-400,"
              一场隐匿于山雨中的古风唯美怪谈，一段如梦似幻的爱情故事。上元夜，公主煜姬邂逅神秘美男子阿九，痴迷于他的倾世容颜而决定下嫁于他……公主要怎样才能得到阿九的爱，有难言之隐的阿九将如何表达自己的心意？总有一些爱与温暖，在默默地陪时日一起成长蔓延。              ",连载中,番外：我的世界（六）
448,209321,凶鬼之骨,菠萝饭,https://oss.mkzcdn.com/comic/cover/20170616/59437fbb4172d-800x1066.jpg!cover-400,"
              白淳是一个恐怖漫画家，因为一次意外的读者来信，原本不信鬼神的他被卷入了异常的恐怖事件中              ",连载中,第47话
449,214689,我与吸血鬼偶像的日子,古拉漫社,https://oss.mkzcdn.com/comic/cover/20190916/5d7f5c8fc6c80-750x999.jpg!cover-400,"
              他们是拥有千万粉丝的当红偶像组合-Monster，而我不过是个平凡普通的宅女。没想到有一天，我偶然得知了他们的秘密。他们全都不是人类，而是吸！血！鬼！因为这个秘密和某种未知羁绊，我开始了和偶像寸步不离的生活......              ",连载中,第46话 着急了
450,213886,藏锋行,凯特动漫,https://oss.mkzcdn.com/comic/cover/20200119/5e240e0f25775-750x999.jpg!cover-400,"
              传说中肆虐武林的妖刀重现江湖。衰仔裴烈怎么也想不到，他只是去送个剑，怎么就遇到了妖刀大Boss？好在有战斗力爆表的小姐姐和神秘大叔相救。等等，大叔还说要把技能和装备都送给他？              ",连载中,第62话 闯入偏院
451,215149,帝凰之神医弃妃,二次元动漫,https://oss.mkzcdn.com/comic/cover/20200221/5e4f7f0cf2aab-750x1000.jpg!cover-400,"
              现代军医在执行任务时意外穿越，成为了古代东陵国已故大将军遗女凤轻尘，并发现自己身在土匪窝，有被轻薄的危险，凤轻尘从医疗系统中取出手术发刀，将几名土匪干掉。正待离开土匪窝流浪江湖过逍遥日子之际，原身贴身丫鬟婉音突然出现拖延时间。凤轻尘的未婚夫皇子洛王率军队赶到后发现凤轻尘衣服狼藉，质疑其贞洁，下令让其自杀。              ",连载中,第18话 被践踏的自尊
452,213783,下一站巨星,仲村佳树,https://oss.mkzcdn.com/comic/cover/20181220/5c1b7e09c05fd-836x1114.jpg!cover-400,"
              有一个女孩叫做最上恭子,她为了青梅竹马一起长大的“王子”不破尚,而放弃了读高中的机会,来到东京。她不打扮,不穿好衣裳,每天不停的工作,就是为了养活尚。然而突然有一天,恭子无意中听见尚说：“恭子呀,她只是我的一个女佣罢了。”少女爆发了。恭子决定报仇。为了实现这个目的,而进入了演艺界。然后却在事务所里,碰见了尚视为劲敌的敦贺莲（性格恶劣的美男子）。哪条路都不好走呀。“什么困难我都不怕！”少女燃烧了…              ",连载中,第279话
453,215174,末日刁民,二次元动漫,https://oss.mkzcdn.com/comic/cover/20200103/5e0f01e41ec42-750x999.jpg!cover-400,"
              现代社会，无数人被同化之后所丢失的那份东西。很多人之所以普通，并不是因为他们真的很普通，只是不适合这个时代。末世来临，我们还能坚持住什么，活人远比活尸更可怕。每次在众人走投无路时，主人公英雄般地出现拯救世界；对外打丧尸，对内斗人渣。              ",连载中,第17话 逃进家具城
454,212052,请汝教孤做魔王,日更计划,https://oss.mkzcdn.com/comic/cover/20170928/59ccd7206bf0d-845x1127.jpg!cover-400,"
              [日更计划条漫]骚年，孤是来毁灭世界的魔王，助孤一臂之力吧！微博：@请汝教孤做魔王              ",连载中,第37话
455,210132,乐绘馆,飒漫画,https://oss.mkzcdn.com/zymkcover/999/mh/9289.jpg!cover-400,"
              《乐绘馆》剧情支持乐绘馆，支持国漫，支持乐绘馆请购买杂志。《乐绘馆》，从2012年1月起连载于国内人气杂志《飒漫画》的姊妹刊《飒漫乐画》上的一个作品。国内首创的音乐与绘本的结合。......本站是更新乐绘馆最快~画质最好的漫画杂志连载网站！！收藏本站，全网第一时间更新！。              ",连载中,第199期
456,214834,变身诅咒,千秋叶,https://oss.mkzcdn.com/comic/cover/20190830/5d68d47a0b80a-750x999.jpg!cover-400,"
              女生凌槿然无意中发现自己的男神风迎松晚上居然会变成小婴儿？为了帮男神解开这奇怪的变身诅咒，凌槿然和风迎松一起经历了很多非正常事件。              ",连载中,第99话 一起走
457,215228,道印,二次元动漫,https://oss.mkzcdn.com/comic/cover/20200118/5e22cd385141f-750x999.jpg!cover-400,"
              姜小凡意外穿越成为乞丐，本是一介凡人无缘修炼，却意外获得道印残片，同修佛道两家无上古经，神游紫微，纵横银河，无敌星空下，以己身印证无上大道！且看他在紫微帝星上如何克服重重困难，痛打那些仗势欺人的家族子弟！！              ",连载中,第12话 九人“搬砖”引来女神
458,168140,进击的巨人同人,白夜零BYL,https://oss.mkzcdn.com/cover/2013-10-07/2789169_212818.jpg!cover-400,"
              进击的巨人同人图       我的百度ID：@小雪波比              ",连载中,混更·渣图
459,207728,鬼面英雄,踏雪动漫,https://oss.mkzcdn.com/cover/2016-09-22/6510328_094815.jpg!cover-400,"
              ...鬼面英雄能拯救面临危机的世界吗？？？              ",连载中,30
460,207822,非量产型穿越,日更计划,https://oss.mkzcdn.com/comic/cover/20170913/59b8e7028f90b-849x1132.jpg!cover-400,"
              ""“报告，男主角被雷劈啦！”
“报告，男主角变成霸道总裁的小娇妻啦！”
“报告，男主角变成超能少女的魔法使啦！”
“报告，男主角不是男主角啦！”
“报告，男主角罢工啦！”

以下，是一个万能配角穿越在不同世界里的奇妙故事。官位：非量产型穿越 粉丝群517068884""              ",连载中,第90话b
461,214603,相忘师,索以文化,https://oss.mkzcdn.com/comic/cover/20190613/5d021395841d3-750x999.jpg!cover-400,"
              只有武功和念术的世界，由青春、梦想、贪婪和野心构筑的天地。威漫人设风格，激情狂放，欢快幽默。黄金龙肩负使命，投入大陆最好的相忘师学府南北天门，试图寻找师父的心上人，同时渴望成为一名自由自在的相忘师。鬼族发动了入侵荼洲的战争，叶笑沙身陷牢狱之灾，为了替他洗脱罪名，黄金龙带领打鬼团毅然进...              ",连载中,第60话 门主怎么了
462,214857,网游老婆是修真者,踏雪动漫,https://oss.mkzcdn.com/comic/cover/20200116/5e1fc6b22d76a-750x999.jpg!cover-400,"
              一次面基，一个大好青年竟被网游中的老婆拉入都市修真界，本以为从此可以过上都市修真，恣意纵横的生活，结果……为什么修真者日子过的如此贫苦，为什么你们都穷成这样还整天玩网游？什么...？玩网游也是修真的一部分！？              ",连载中,第20话2 归于平静？
463,213519,祁祁如云,阿里文学,https://oss.mkzcdn.com/comic/cover/20181019/5bc92ef218107-600x800.jpg!cover-400,"
              穿越者雷如云本来只想做个普通市民，帮自家酒楼出点主意、窝在家里读读书，过点平凡的生活。然而命运向她发来了召唤，齐王府强势提亲，雷如云毫无准备地进入了齐王府尔虞我诈的战场……              ",连载中,最终话
464,189892,夢の空,梦幻天,https://oss.mkzcdn.com/comic/cover/20170601/5930251702d45-1800x2400.jpg!cover-400,"
              求戳半次元：http://bcy.net/u/367240              ",连载中,39
465,213892,转生史莱姆日记,川上泰树 伏濑,https://oss.mkzcdn.com/comic/cover/20181228/5c25d71beb405-270x360.jpg!cover-400,"
              萌王利姆露与他森林居民的日常              ",连载中,第32话
466,209868,龙珠x一拳超人,龙画廊·李,https://oss.mkzcdn.com/comic/cover/20190830/5d68c45cf30ad-800x1066.jpg!cover-400,"
              欢迎观看龙珠x一拳超人漫画龙画廊李的DB同人志              ",连载中,第3卷 极致的恶
467,214392,这个勇者明明超强却过分慎重,こゆき  土日月,https://oss.mkzcdn.com/comic/cover/20190513/5cd953ec982c3-690x921.png!cover-400,"
              废物女神莉斯塔肩负拯救某个超难模式的世界的重任，于是她召唤出了牛批到作弊的勇者龙宫院圣哉，但这位勇者却万事慎重到无法想象——盔甲要买三套，穿着用、后备用、后备都坏了时当后后备用;直到满级前都要关在自己的房间里进行训练，就算面对低级魔物史莱姆也会全力以赴!              ",连载中,第12.2话
468,209444,人鱼诡话,歪歪狐动漫工作室,https://oss.mkzcdn.com/comic/cover/20180206/5a79a9720b6c2-1500x2000.jpg!cover-400,"
              晚上九点，装饰着怪异生物的神秘俱乐部夜晚的交易会如约开幕，传说中的人鱼展开歌喉。婉转动人的歌声后面竟藏着神秘组织的阴谋。
被卷入其中的女作家安然，在梦中辗转反侧，梦境竟与现实息息相关。恐惧中，事态更是向着不可控的方向发展。
在迷雾之中，她终于做出决定，在梦境的指引下，弄清人鱼拥有绮丽的容貌与永恒的生命，却如此的忧伤的原因。
当残酷的真相揭开，安然该何去何从？              ",连载中,第40话
469,215160,轮回一剑,极漫文化,https://oss.mkzcdn.com/comic/cover/20191227/5e05bc1fa4d70-750x999.jpg!cover-400,"
              天元大陆上涌现出五大高手，三分天元大陆，创立三大帝国，长风帝国、雷鸣帝国、北斗帝国，迎来了人族最繁华的盛世。
一个平凡的少年，在这人、妖、魔三族鼎立的天武大陆之上，如何以剑入道，仗剑红尘,走出一条不平凡的路!
一人在世，但求无悔。
一剑在手，可开天地!
无奈纵使那剑斩断了天地，却无法割舍对你的回忆……              ",连载中,第11话 以牙还牙
470,209671,风云第二部,马荣成,https://oss.mkzcdn.com/zymkcover/999/mh/63.jpg!cover-400,"
              当日聂风与步惊云死战，聂风回复本性，步惊云失踪。聂风从此浪迹江湖，搜寻步惊云下落，十二年后，才知道原来步惊云因为失忆，而留在一渔村生活，而各路江湖人物亦寻绝世好剑及步惊云而来，步惊云最终恢复记忆。从此风云再现武林。正当此时武林中出现一股可怕势力天门，几乎网罗了江湖的所有一等高手，其幕后的主脑帝释天，原来是二千年前为秦始皇寻得长生不老药的徐福，他独吞了凤血，二千年来凭着不死的身躯，遍习武林所有武学，功力已达天人境界。多年来一直隐居于冰川当中，直至龙元的出现。原来龙元与凤血有异曲同工之妙，同样令人长生不老，因为他不想有人跟他一样，拥有不死之身，所以矢志夺取龙元。屠龙取真元，必须齐集天下间的七大神兵，和六大高手的力量。帝释天软硬兼施，千方百计终于汇集七武器来屠龙。一番激战，龙死，真元吐出，但众人争夺中，真元一分为七，断浪最后取得二颗，服下功力大增而天下无敌。后来风云二人决战帝释天，几经波折，在屡创的新招之下，终于将帝释天打败，复被断浪偷袭得手，杀死帝释天。服下两颗龙元的断浪气焰嚣张，目空一切，欲置风云二人于死地。断浪最后虽被风云所灭，但风云二人亦因这场大战而长埋冰川之下，武林从此有十数年的风平浪静。              ",连载中,第252话
471,197863,武则天,大葱君,https://image.mkzcdn.com/cover/2015-01-19/5491483_104639.jpg!cover-400,"
              海棠开后春谁主，日日催花雨。谁能料到昔日这无忧无虑的少女将会是这大好河山的主人？所以只能用画面去定格你此刻的纯真！看到网上剧照开了这样的脑洞              ",连载中,守护一生
472,215213,甜美之血,咸鱼缸,https://oss.mkzcdn.com/comic/cover/20200115/5e1ede53f3bf5-749x999.jpg!cover-400,"
              武林盟主的义女苏沐，为了追寻魔教罪人的下落意外跌落山崖，被神秘人陆羽救起。为了保护陆羽的性命，苏沐将他放在身边照顾。可是……那些夜里若隐若现的记忆，脸颊残留的温度，还有身体里对血液越来越重的渴望，都在把苏沐引向一个巨大的秘密。而这个秘密的钥匙，是陆羽。              ",连载中,第13话 我要你生不如死
473,208213,恋爱、漫画与世界末日,木浆纸漫画工作室,https://oss.mkzcdn.com/comic/cover/20170527/5929683164890-3000x4242.jpg!cover-400,"
              地球诞生后，神一直用漫画为地球续写历史，而经过很多年之后地球上有了人，神开始慢慢让凡人代替自己做这种费力不讨好的工作，慢慢的这就变成的一个传统，这种人也就被称为“神意执行官”。年轻的地球神安娜新上位偏偏挑中一个不玩游戏，不看漫画，不看小说，甚至连电影都很少看的高中生……              ",连载中,第132话
474,214047,冥婚,迷鹿,https://oss.mkzcdn.com/comic/cover/20190124/5c49278062075-596x795.jpg!cover-400,"
              我叫苏笙，是个八字很阴的女生。6岁那年，一位算命大师说，我无法正常的活过18岁……除非，跟人结冥婚……而我冥婚的对象，没想到竟然会是……              ",连载中,红包芭蕾舞鞋（26）
475,26515,麦拉风·婚后80,小麦,https://oss.mkzcdn.com/comic/cover/20181218/5c18d6c2a6987-207x277.jpg!cover-400,"
              《麦拉风》系列之《婚后80》              ",连载中,女生最需要男朋友的瞬间
476,214888,我家驸马竟要和我炒CP,凤凰动漫,https://oss.mkzcdn.com/comic/cover/20190928/5d8ebb3e874fd-750x999.jpg!cover-400,"
              沧国灭亡，长公主善玥带着对驸马的满腔不舍，以身殉国，却穿越到了现代古装剧片场，而她的“驸马”就在身边。
拒绝了公司炒作安排的当红演员楚耀，遭遇了外景事故意外身亡，却发现自己重生回了数月之前，面临着是否接受炒作的重新选择。
——这死后的世界好奇怪，驸马怎么不认识我了？
——不配合这女人炒作，我就会含恨狗带！
一个为了前生真爱，一个为了继续苟活，一对欢喜冤家只好互相接近，炒起了CP……              ",连载中,第41话 弃车保帅
477,210807,打工吧天师,饭团儿,https://oss.mkzcdn.com/zymkcover/999/mh/5453.jpg!cover-400,"
              主要讲述了为爱向前冲的冒失女闯入天师领域，让我们一起来打工！穷二代少女程诗瑶偏偏有个校草级的青梅竹马！喜欢的家伙是耀眼明星，草根少女感到鸭梨很大。“除妖降魔”打工传单从天而降，为了喜欢的他，冲啦！              ",连载中,最终话 诀别
478,214871,我就是要红,闪艺互动,https://oss.mkzcdn.com/comic/cover/20190920/5d84374a4761d-750x999.jpg!cover-400,"
              七八线小明星被暗害毁容。换脸隆胸不换心，抱着复仇的决心重回娱乐圈。
在这个名利被无限放大的修罗场，披着华丽的战袍，戴着奢华的皇冠，一步步走向属于她的王座！              ",连载中,第33话 实习老公竟是他！
479,212141,顾少甜宠迷糊妻,剧能玩,https://oss.mkzcdn.com/comic/cover/20171026/59f14aaa45e44-600x800.jpg!cover-400,"
              顾逸辰，顾氏总裁，帅气多金又傲娇，是整个帝都女人梦寐以求的白马王子！可是当人们提起顾太太时，众人一起呵呵呵！ 初见时，顾逸辰打量着面前这个梳着麻花辫，别着小红花的女孩，有种想退货的冲动。 但当某一天那个小迷糊真的消失了，顾逸辰觉得自己的天都塌了。 再相见，某只傲娇多金的顾大爷，变身无赖大灰狼，势要抓住小白兔，然后……宠她上天！**顾爷：“宝贝，知道爷见你第一眼的印象吗？” 某女小手拖香腮娇羞等答案。 顾爷：“第一眼你冲着爷笑，那种豁开嘴，见牙不见眼的笑，实在太伤眼！”              ",连载中,第50话
480,208527,火锅家族,jwdwz,https://oss.mkzcdn.com/comic/cover/20170615/5941e5bed2fec-630x840.jpg!cover-400,"
              这里是人见人爱，花见花开，汽车见了要转弯，啤酒见了打开盖的爆笑漫画--火锅家族。在这里，您能看到最反转的剧情，最污的段子，最没节操的对话，画的一般，能力也有限，只希望我们的付出，能为您带来好心情！              ",连载中,火锅家族2017完结篇
481,214121,辉夜姬想让人告白 同人版,赤坂アカ,https://oss.mkzcdn.com/comic/cover/20190219/5c6bb4bd5e90f-800x1066.jpg!cover-400,"
              辉夜姬想让人告白同人版漫画 ，老师为大家带来的色色的辉夜              ",连载中,第26话
482,210768,超级反斗少年,周洪滨 漫画party,https://oss.mkzcdn.com/comic/cover/20190402/5ca326082d067-1755x2340.jpg!cover-400,"
              搞笑Q版漫画，作品渗透了校园生活，漫画的主角有鲁大富猛犸妹胡一丁罗贝克“雷老虎”丑男古诺奇陶小鹤等。......              ",连载中,第344期
483,214893,房氏嫁衣,one-page漫画,https://oss.mkzcdn.com/comic/cover/20190929/5d9034c2446db-597x797.jpg!cover-400,"
              一纸合约，一段情缘，一时羁绊，一生携手。房伊尘在以利用为前提下与这个霸道冷血的男人成为“同性”夫妻。在这条尔虞我诈的路上，无关种族，无关性别，无关利益的爱情存在吗？              ",连载中,小剧场
484,215055,异王,二周目漫画,https://oss.mkzcdn.com/comic/cover/20191204/5de70c5fb60d6-750x999.jpg!cover-400,"
              传说中的四王之匙重现世间，异人界各方势力蠢蠢欲动。少女戴小楼为拯救姐姐意外卷入四王之匙的阴谋当中，并结识了四王之一孟正义。
在各方势力的纠葛中，戴小楼与孟正义踏上了寻找四王之匙的旅途......              ",连载中,第29话 怪物
