,漫画ID,标题,作者,封面,内容简介,是否完结,最新章节,是否已收集,百度云分享链接,提取码,是否发布
1077,213190,魔族老公有点二,博易动漫,https://oss.mkzcdn.com/comic/cover/20180830/5b8798451d4c7-600x800.jpg!cover-400,"
              【独家/每周四更新】她本来只是一个普通的女孩，谁想到有一天竟然成为某集团继承人，去一个与自己格格不入的学校上学！
学校里到处是欺辱凌霸，同样是人为何那些千金小姐们就这样蛮横跋扈欺负弱小呢？于是和她同样有正义感的魔族殿下出手了，就这样她认识了特别二的魔族殿下！              ",完结,第21话 最终话：带我回家,否,,,否
1078,212210,安菟之幸运的星,蜜枝科技,https://oss.mkzcdn.com/comic/cover/20171117/5a0e52d9b6fc9-600x800.jpg!cover-400,"
              学校要倒闭了么？没有。经纪公司老板卷款跑路了么？？没有……那，外星人攻打地球了么？怎么可能？！(╯‵□′)╯︵┻━┻连这些东西都没有，你们凭什么做偶像？吃喝玩乐？放飞自我？就没个正经的吗？！
那……外星偶像入侵地球行么？              ",完结,停更通知,否,,,否
1079,214244,逆袭之无良女教师,掌阅漫画,https://oss.mkzcdn.com/comic/cover/20190328/5c9c6e8db39b7-750x999.jpg!cover-400,"
              黑白两道闻风丧胆的血罗刹竟阴差阳错的当上了圣天学院的老师，并被委以重任？课堂上，某位逃课的同学笑嘻嘻的问：“老师，人生最痛苦的事是什么？”闻言，抢先一步堵在门口的某女懒洋洋的回了句：“人生最痛苦的事就是我来了，而你却没有毕业！”              ",完结,第23话 释放压力,否,,,否
1080,213040,速度线,娃娃鱼动画,https://oss.mkzcdn.com/comic/cover/20181212/5c10cc467cc90-750x999.jpg!cover-400,"
              飞车漂移200码，心跳加速100%，爆娇女警执法开车，前面的老司机你别想逃！遵纪守法，开车要合理！杜绝老司机飙车……滴~儿童卡              ",完结,最终话 团队合作2,否,,,否
1081,213195,极道校园,奇月星空,https://oss.mkzcdn.com/comic/cover/20180903/5b8ce87dcf4cb-600x800.jpg!cover-400,"
              【每周五更新】父亲离奇失踪，女主潜入惊险异常的极道校园寻求真相。竟然遇到从天而降的钢铁直男“未婚夫”！温柔腹黑的男神向女主告白，真实身份竟是未婚夫的亲弟弟？爱情突然遇到转角，是选他还是选他？              ",完结,第25话,否,,,否
1082,213518,恋爱六分之一,阿里文学,https://oss.mkzcdn.com/comic/cover/20181018/5bc8563654a41-600x800.jpg!cover-400,"
              为了继承父亲的巨大遗产，少女必须在精英学院顺利毕业且找到终生相守的对象；当少女入学后却遇到六个绝世美男，从而展开六段奇妙的感情故事              ",完结,最终话,否,,,否
1083,212829,盛宠之权少放过我,剧能玩,https://image.mkzcdn.com/comic/cover/20180620/5b29c1f10a8f6-600x800.jpg!cover-400,"
              宁氏千金宁颜遭遇了未婚夫楚秦及妹妹宁荷的双重背叛和陷害，甚至唯一宠爱她的爷爷也离世，原以为就此陷入绝地的她却被一直以来戏耍她的荣璟搭救。荣璟一直以为宁颜和楚秦造成了自己妹妹甜甜的死亡，在重重调查下终于了解了事实，也与宁颜从一开始的咄咄相对到心心相惜。              ",完结,第50话,否,,,否
1084,212053,幻灵,漫考拉,https://oss.mkzcdn.com/comic/cover/20170929/59cda0d4a9d21-600x800.jpg!cover-400,"
              锦城接连发生几起凶杀案，作案手法诡异，死者脑部均凭空消失，警方一时束手无策。拥有【幻灵】能力的大学生陈梦，和同为【幻灵者】的一群伙伴，为追查凶手展开了调查。当他们拿到一份锦城幻灵者的名单后，发现死者都在名单之内，凶手意欲何为?随着调查的深入， 小伙伴们逐步陷入了幕后真凶所布下的迷局......              ",完结,第43话 老子陪你玩玩!,否,,,否
1085,213913,救命！我变成男神了,Amber漫研社,https://oss.mkzcdn.com/comic/cover/20190117/5c3fd7db9d7ef-750x999.jpg!cover-400,"
              一次意外，夏萧萧从楼上坠下，正好砸在了前来寻人的许泽楷身上。当夏萧萧再次醒来的时候，竟然已经变成了男儿身！              ",完结,第34话,否,,,否
1086,212263,绝对音域,蜂派游戏,https://oss.mkzcdn.com/comic/cover/20171205/5a26415ff20a4-600x800.jpg!cover-400,"
              打断男神的歌唱比赛，毁掉乐队的压轴演出……夏筱兔同学的一声河东狮吼，给她惹来的不是麻烦，却是——加入乐队，成为主唱？！问题是……你见过只会唱一首《小星星》的摇滚乐队主唱吗？这是一场年轻气盛的冒险，也是一个相约盛典的誓言。一起去经历一段充满热血与梦想的青春，开启属于他们的摇滚时代！              ",完结,番外6 这是梦！(2),否,,,否
1087,213346,白纸村,极漫文化,https://oss.mkzcdn.com/comic/cover/20180921/5ba44c5a43849-600x800.jpg!cover-400,"
              一觉醒来，李阳来到了一个异世界的诡异空间，房屋都是纸做的，可怕的怪物威胁生命。只有在纸制的墙壁里放入用人的肢体制成的火砖才能躲过怪物的攻击。在这里，房子里不断刷新出新人，不断有人变成软绵绵的肢体，在这里，必须抗争和战斗！危机四伏的村庄，不寒而栗的规则，如何才能逃出生天？！              ",完结,第16话 真相,否,,,否
1088,213182,青春开拍,极漫文化,https://oss.mkzcdn.com/comic/cover/20180913/5b9a51eb16811-600x800.jpg!cover-400,"
              梦想成为文艺片导演的高中生林夏，遇到来自美国的转学生劲敌！原本最瞧不上美国大片的她，从此卷入一场场大片式的冒险，更邂逅了自己电影中的男主角……“大制作”的人生，“烧经费”的校园生活，现在开始，ACTION！              ",完结,第30话 最终话：一决高下,否,,,否
1089,213561,没有记忆的冬天,漫悠悠工作室,https://oss.mkzcdn.com/comic/cover/20181026/5bd2840c3e66c-600x800.jpg!cover-400,"
              沐听雪梦到和一个陌生男人在雪地中恩爱缠绵， 醒来却得知自己已昏迷两个月，未婚夫江哲宇一直在照顾她，婚礼准备期间，听雪却在咖啡吧遇见了梦中的那个男人……              ",完结,第15话,否,,,否
1090,214067,丫头听说你很拽,博易动漫,https://oss.mkzcdn.com/comic/cover/20190128/5c4eae8758621-750x999.jpg!cover-400,"
              杨子莹第一次见到韩辰煜的时候，她因碰瓷不成被他威胁在太阳底下暴晒了一个小时。第二次见面，她被他惩罚清洗了二十个马桶。后来，每当韩辰煜跪在洗衣板上听话的时候就后悔不已，出来混迟早是要还的！              ",完结,第13话 紧急时刻我来救你,否,,,否
1091,213722,月与二分之一恋人,仟绘动漫,https://oss.mkzcdn.com/comic/cover/20190110/5c36eb3deaa1a-750x999.jpg!cover-400,"
              季贤奉和赵雨泷都有被月光照到性别就会转变的特性，在某天夜里撞破了彼此的秘密。 从此两人的生活产生交集，发生了一系列的趣事，校园青春恋爱喜剧，正在上演中。              ",完结,第40话 求助知心姐姐,否,,,否
1092,213767,复活恋人,云栖动漫,https://oss.mkzcdn.com/comic/cover/20181212/5c10fb5bb8af6-750x999.jpg!cover-400,"
              【独家/每周四更新】23世纪，是一个VR游戏高度发达的世纪。
第一代神奇芯片的诞生，致使人类能够切身进入游戏世界。
50名玩家正是这第一代芯片的体验者，因往事颓废的男主角周森拿到有瑕疵的第51份芯片，
进入了游戏世界，发现这个游戏从头到尾都是一场人为的阴谋……这其中到底隐藏了什么？幕后BOSS是谁？              ",完结,第18话,否,,,否
1093,213477,女道长请留步,极漫文化,https://oss.mkzcdn.com/comic/cover/20190924/5d897346c2e23-750x999.jpg!cover-400,"
              自幼上山学习法术的张进进，终于来到了这座繁华的南方城市，还未休息片刻，被恶灵烦扰的梦秋就找上了门。
好吧！惩奸除恶，降妖除魔，于是张进进披上法袍拿起法器，化身女武神，张进进将在都市之中与邪恶之人与妖魔展开怎样激烈的战斗呢？              ",完结,最终话 战败！？,否,,,否
1094,212332,我的守护灵是恶灵老大,霁文/雷萌,https://oss.mkzcdn.com/comic/cover/20180803/5b641ba954016-2480x3306.jpg!cover-400,"
              家族世代收服鬼怪为生，活泼开朗的少女赵小欧，在考取灵控师的那个月黑风高的晚上，遭遇了不同寻常的蹊跷事，随后在她开始正式成为灵控师做任务的时候，又卷入到接二连三的麻烦之中，没想到这一切竟然和她的守护灵阿莫有关！过往的谜团被逐层揭开，阴谋汹涌连环！              ",完结,完结留言~,否,,,否
1095,213577,非酋的恋爱攻略,二次元动漫,https://oss.mkzcdn.com/comic/cover/20181029/5bd66633686b2-600x799.jpg!cover-400,"
              人气乙女游戏《恋界千重》之中的世界意外和非酋女主角丁尹所在的现实世界相连接，被梦寐以求的SSR纸片人男朋友们彻底淹没，幸福来得太突然！              ",完结,第16话,否,,,否
1096,209072,月华玫瑰杀,阿朱,https://oss.mkzcdn.com/zymkcover/000/000/653.jpg!cover-400,"
              凉月，冷香，长廊。提裙角踟蹰，蹁跹不过羁绊。宿命三百年一个轻巧的回旋，注定不是凡人的华宴。幽明处蔷薇交首低语——沉睡白玫瑰少年，苏醒将开启今世的轮回……......              ",完结,最终话 结局,否,,,否
1097,209359,古刹,彻响,https://oss.mkzcdn.com/comic/cover/20180601/5b1114f4c018e-700x933.jpg!cover-400,"
              出游遭遇车祸劫后余生，寻找出路之时意外发现了一个尘封已久的惊天之密，这背后是否有一股非自然的力量在操控一切？主角是否能够顺利逃生？              ",完结,第38话,否,,,否
1098,213356,致命之吻,多蕴文化,https://oss.mkzcdn.com/comic/cover/20190925/5d8b1a91b5d1c-750x999.jpg!cover-400,"
              “如果你现在不马上吻我的话…我会死的”。对视过一次就无法自拔的魅惑眼神。双唇触碰的刹那几乎要将她融化。全身血液沸腾，这种难以自禁的感觉究竟是什么……”“他…又究竟是谁？”某天他出现在她身边对她说“…我需要你的唇”。仅此一次的亲吻却令她欲火焚身的性感男人。              ",完结,最终话 做我的女人,否,,,否
1099,213026,空降甜心咒,左岸卡漫,https://oss.mkzcdn.com/comic/cover/20191218/5df9c50385b78-750x999.jpg!cover-400,"
              “阿姨，我在家等你哦～” “阿姨？谁是你阿姨啊！”温韵竟然爱上了小弟弟……是因为他的温柔体贴？还是因为他的霸道总裁？“我竟然就这样被俘虏了！”              ",完结,第23话 你喜欢上我了？,否,,,否
1100,212206,那就爱上你,阿柯文化,https://oss.mkzcdn.com/comic/cover/20171116/5a0d4937823c6-480x640.jpg!cover-400,"
              混吃等死的米虫米栗被母亲扔给了世交的儿子??性格淡漠的百曳面对扔过来麻烦鬼，暗自思考要如何赶走她。?  就这样两个互不相识，性格天差地别的两人，破天荒的组合在了一起，壁咚！强推？滚床单！？这到底是借住补习还是爱侣同居？？？?              ",完结,重要公告,否,,,否
1101,209218,破碎少女与魔神的新娘,影纱小猫咪,https://oss.mkzcdn.com/comic/cover/20180330/5abdf1e392075-600x800.!cover-400,"
              我为一切之开始。我之意即为真理。我之言即为真实。我之想便为秩序。我为恒古。我为永恒。我为终结。......              ",完结,第15话 最终话：秘密,否,,,否
1102,208909,忘川涟漪,大芒果,https://oss.mkzcdn.com/zymkcover/000/000/418.jpg!cover-400,"
              一步一微笑，一步一伤心，一步一劫灰，尽管记忆再悲伤，我却笑着，不愿遗忘。 我不相信正，不相信邪，不相信幸福。可是，我相信你。。。再苦，再累，也要抱着美好的记忆不肯忘记，你可知道夜夜思念一个人的滋味有多苦？ 可我还是坚定的相信着，不肯放弃，哪怕，爱比死更冷，更苦。。。              ",完结,最终话 缘起缘结,否,,,否
1103,211883,记忆U盘,潇潇潇潇如,https://oss.mkzcdn.com/comic/cover/20170825/599fe47b45358-305x406.jpg!cover-400,"
              自来水之污《记忆U盘》动画每周四全网更新。记忆移植技术的发明，导致人们可以将知识、经历、情感甚至人格移植              ",完结,第53话 谜底（下）,否,,,否
1104,208035,神烦,昭花社,https://oss.mkzcdn.com/comic/cover/20171222/5a3c694f7dfb5-1440x1920.jpg!cover-400,"
              浪荡的快递喵星人              ",完结,第107话,否,,,否
1105,213201,霸宠甜妻：高冷男神吃不够,剧能玩,https://oss.mkzcdn.com/comic/cover/20180904/5b8e4297b1891-600x799.jpg!cover-400,"
              【每周一、三、五更新】高冷总裁宫亦琛强行要领结婚证，小美妞宋佳音算是彻底懵了，这可如何是好，要不就嫁给他，做他的小甜心？？？              ",完结,第50话,否,,,否
1106,212986,失恋神明,齐肆,https://oss.mkzcdn.com/comic/cover/20180720/5b518cac6c008-600x800.jpg!cover-400,"
              失恋神明？是什么编制外的神吗？我明明连男朋友都没有，怎么可能失恋啊！
而且这个神明对谈恋爱有什么误解吗？不是亲一下就能喜欢上的啊！              ",完结,第22话,否,,,否
1107,213556,篮球之杀手本色,彩笺文化,https://oss.mkzcdn.com/comic/cover/20181025/5bd17a7a683de-600x800.jpg!cover-400,"
              因为高中那年的一次伪绝杀，让一个痴迷篮球的少年失去了对篮球全部的热爱和动力，后碰到教练林智凯重拾信心，在比赛中用对手的强悍冷酷和无情锻造自己，在队友们的帮助下成为篮球场上最犀利的杀手。              ",完结,第35话 重新上场,否,,,否
1108,214232,卦娘,极漫文化,https://oss.mkzcdn.com/comic/cover/20190924/5d8977705f8b1-750x999.jpg!cover-400,"
              麒麟术士进驻京城，传闻得之可得天下。且听闻此术士，明明是男儿身，却貌美无双，艳压群芳，各路权贵纷拥而至……为才，为色，为权！看似平和的盛京因为温容的到来开始变得暗潮汹涌。              ",完结,第15话 自伤,否,,,否
1109,213809,恋爱心电图,咸鱼缸,https://oss.mkzcdn.com/comic/cover/20181220/5c1b3183098a3-750x999.jpg!cover-400,"
              本以为，一步步接近他曾经爱过的女人，就能离真相更近一步。却不曾料到，深陷沼泽，万劫不复的那个人——从来都是自己。              ",完结,13话 你到底是谁,否,,,否
1110,213051,夫君是神仙,剧能玩,https://oss.mkzcdn.com/comic/cover/20180804/5b655dabec3cc-600x800.jpg!cover-400,"
              【每周二、四、六更新】岑若若总觉得自己家族莫名其妙，不准随意出门，上学身后总有保镖待命。在她要满20岁时被家里关了起来，无聊下她躲开保镖，跑进自家密室，从古书中释放了幻冰……              ",完结,第50话,否,,,否
1111,214955,密客行动,仟绘动漫,https://oss.mkzcdn.com/comic/cover/20191218/5df9c0b409141-750x999.jpg!cover-400,"
              米娜搭救了一名失忆男子。可是从相识的那天起，他们的身边麻烦不断，这背后的阴谋还与他的身份密不可分。他们要找出真相，还他们一个平静的生活……              ",完结,第50话,否,,,否
1112,214442,男神，求你收了我,有鹿文化,https://oss.mkzcdn.com/comic/cover/20190524/5ce75c3042231-738x985.jpg!cover-400,"
              貌美如花亿万身家，放着好好的大小姐不去做，到底为什么要追着一个不给好脸色的傲娇男到处跑呢？ 软的不行就来硬的，看富家千金叶心依为了成为天才魔术师楼子瑜的徒弟，把自己搭进去不说，还陷入了一个更大的迷局。              ",完结,第58话 魔术带给你的是什么？,否,,,否
1113,214589,与魄成婚,极漫文化,https://oss.mkzcdn.com/comic/cover/20190611/5cff56620af2c-750x999.jpg!cover-400,"
              【独家/每周二、五更新】医学院的大四学生夏玲玲在外实习的时候，因为随身佩戴的羊脂玉扳指而触发了某种禁忌。结识到了男神级别的古代魂魄卫子风。二人相爱相杀，最终成就了冥婚。而在卫子风转世为人的当口，意外不期而来，拆散了这对深爱之人。              ",完结,最终话 救命，有人抢劫,否,,,否
1114,213306,我身边的人都在谈恋爱,极漫文化,https://oss.mkzcdn.com/comic/cover/20180917/5b9f06d83943e-598x797.jpg!cover-400,"
              普通高中生方澜是个想恋爱的宅女，某日她莫名获得了攻略系统，可以攻略所有校园男神，然而攻略的途中次次弄巧成拙，撮合了男神与他人的恋情。方澜依旧不放弃追求爱情，但在同学唐天和的搅和下，总是弄巧成拙。              ",完结,第9话 最终话：让人讨厌的同桌,否,,,否
1115,207842,百万勇者传说,dm@buyko.cn,https://oss.mkzcdn.com/comic/cover/20170527/5929712b34318-210x277.jpg!cover-400,"
              立志成为勇敢的少年缇米斯，与妹妹一同踏上成为五星勇者的征途，然而勇者的世界，似乎没有想象的那么简单……              ",完结,第16话,否,,,否
1116,214124,武神,快乐工场,https://oss.mkzcdn.com/comic/cover/20190220/5c6d04e677168-750x999.jpg!cover-400,"
              什么是天才？无论学习任何战技都能完全领悟，只要修炼新的功法就能扫除进阶的壁障，这才是真正的天才！              ",完结,第13话,否,,,否
1117,212459,豪门蜜婚：拒爱亿万首席,剧能玩,https://image.mkzcdn.com/comic/cover/20180116/5a5dd613c859e-600x800.jpg!cover-400,"
              传闻，那个男人富可敌国，但面目丑陋，人人敬而远之；传闻，那个男人情妇众多，却极度恨女人，以玩弄女人为乐；她被逼入绝境，痛苦哀求，“魔鬼，求你放了我……”他却冷冷一笑，“你走可以，孩子留下！”孩子？她有个熊孩子！某人邪魅一笑，得寸进尺：“马上就有了……              ",完结,第50话,否,,,否
1118,209603,你好，粽子,后苑,https://oss.mkzcdn.com/comic/cover/20190312/5c878512ae6d9-600x800.jpg!cover-400,"
              女主角乔敏，摸金校尉第三十七代传人。在某一天考古的时候，墓穴突然塌方，乔敏被困在墓穴里边。然而因为被困，乔敏发现了一个沉睡了一千四百多年的“千年粽子”，还是个帅哥？！这个“千年粽子”跟乔敏之前又会发生什么事呢？              ",完结,第8话 再会,否,,,否
1119,208838,拜托了！田老爷,大夫,https://oss.mkzcdn.com/zymkcover/000/000/315.jpg!cover-400,"
              《拜托了！田老爷》讲述了企鹅新人的天降灾难，万万想不到发大水回公司竟然被塞了个人气漫画家，田柒柒少女心噗通乱跳，然而这个世界才没有掉下来的馅饼！              ",完结,最终话 各人的方向,否,,,否
1120,214790,奔跑吧足球,阿里文学,https://oss.mkzcdn.com/comic/cover/20190820/5d5bc1cd97038-750x999.jpg!cover-400,"
              漫画作者：阿里文学/雨歌动漫
根据书旗签约作者郭怒同名小说改编，由雨歌动漫绘制。从小生活在南美大陆的少年孟秋，十六岁那年因故回到中国，开始了全新的校园生活，同时也参加了学校的高中联赛，从此开启了自己的足球传奇之路。              ",完结,第24话,否,,,否
1121,9639,心之海,Q斯基,https://oss.mkzcdn.com/comic/cover/20180827/5b83ad2ad6337-600x800.png!cover-400,"
              都市少女除魔道路              ",完结,第23话 最终话,否,,,否
1122,209125,潘多拉下的希望,番长,https://oss.mkzcdn.com/zymkcover/000/000/722.jpg!cover-400,"
              介绍了一个名叫希望的女生和肖的故事。 肖在26世纪接到了老师刺杀潘多拉的任务，但他在穿越后被希望撞伤了脑袋，失去了记忆。后来在老师通过梦境控制肖要杀害希望失败、雷把希望推下楼顶、自己保护希望、希望展示魔盒的事件中恢复记忆。在老师从26世纪穿越到现在束缚住希望、肖将要杀害希望之际，希望打开了魔盒。原来乔的老师才是潘多拉，希望的爷爷带走了肖的老师，只留下肖和希望……              ",完结,第7话 真相大白（完结）,否,,,否
1123,209361,三千絮,雁紫,https://oss.mkzcdn.com/comic/cover/20170626/5950be44135f6-600x800.jpg!cover-400,"
              讲述一個小國玥国，皇帝篤信方士之言，而改立太子之位，引發的宮廷殺機，身為皇子的主角從此逃出宮外的故事。              ",完结,第16话 多事之秋（完）,否,,,否
1124,214382,谪仙录,泼克文化,https://oss.mkzcdn.com/comic/cover/20190509/5cd3ce19e0c70-750x999.jpg!cover-400,"
              昔年，四界始分，天界上仙黄天，得奇书《太平青领经》，掀起天界之乱，天庭屡屡败退之际，《三式》出世，封印黄天，却埋下了乱世祸患。
世家公子杨焱被奇书《太平青领经》认主，变成人们口中的“乱世灾星”，家族破灭，逃亡途中的奇异经历指引杨焱决心踏上对抗命运的道路…              ",完结,第14话4,否,,,否
1125,208934,星辰航路,七夜,https://oss.mkzcdn.com/zymkcover/000/000/448.jpg!cover-400,"
              大地延续着生命，海洋孕育着未知----这是一个由五片大陆和汪洋大海构建的冒险者的世界，从人们第一次发现新大陆开始，出海象征着无尽的财富与荣耀！顺着风向与海流，少年们乘着梦想，遇上了最好的大航海时代！              ",完结,第26话 终点,否,,,否
1126,211135,订制恋情,多蕴文化,https://oss.mkzcdn.com/comic/cover/20180205/5a785b3fed0dd-600x800.jpg!cover-400,"
              对爱情充满幻想的母胎单身言情小说家晓恩，遭遇创作瓶颈。想从偶然得知的“传说中的男公关”那里获得作品素材。但出师未捷，误打误撞进了隔壁自称恋爱天才的强迫症帅哥家...但他为什么要平白无故的收留晓恩当保姆居然还要教她什么诱惑秘笈究竟目的何在              ",完结,第72话 心有所属,否,,,否
1127,213549,脱团了么,阿里文学,https://oss.mkzcdn.com/comic/cover/20190628/5d15e34c7f444-747x996.jpg!cover-400,"
              【每周三、六更新】这是一个社交APP的创业的故事，也是一个校园恋爱搞笑的故事，更是一部大学男生宿舍的脱团奋斗史。              ",完结,最终话 新的计划,否,,,否
1128,214959,蜜糖初恋：俘获太子爷,仟绘动漫,https://oss.mkzcdn.com/comic/cover/20191023/5dafca5867dc0-750x999.jpg!cover-400,"
              她奉了母亲的命令，来给D市太子爷当家教。从此，展开了和太子爷同居的生活！              ",完结,第37话,否,,,否
1129,210147,超级电鳗分身,快乐工场,https://oss.mkzcdn.com/comic/cover/20190219/5c6b9ff9c3b80-750x999.jpg!cover-400,"
              就读海洋生物专业的陈凡，意外获得一条电鳗作为宠物，不想有一天给它换水的时候却意外遭受电鳗强电流的袭身。但这意外却给了陈凡一个惊喜，那就是他居然可以分身进入这条电鳗体内了！于是展开了各种惊奇刺激的冒险......              ",完结,最终话：视死如归！,否,,,否
1130,213496,问秦之八镜寻踪,阿里文学,https://oss.mkzcdn.com/comic/cover/20181016/5bc588ab9344c-600x800.jpg!cover-400,"
              【每周三更新】大秦王朝，始皇一统天下，世间各家学派开始不可抗拒地互相融合，各取所长。在这个神秘的年代，始皇的统治之下暗潮汹涌。关于神器的传说从未断绝，八镜出世，得到它们的人将能获得这天下间最强大的力量。虽然传说不知真假，但还是有各种各样心怀野心的人们对其趋之若鹜，前赴后继的步上寻找神器的旅途……八镜是否真实存在？              ",完结,最终话,否,,,否
1131,213126,创生契约,新漫画APP,https://oss.mkzcdn.com/comic/cover/20180820/5b7a7d4ba38a5-600x800.jpg!cover-400,"
              当死神降临在眼前，你会选择就此死去，还是生不如死地活着?幻想狂高中生苏晋渴望证实小说中的""科学怪人""，即是连续截肢杀人案的凶手，却在追凶过程中被神秘外国转学生维洛妮卷入“人造人”战斗中命丧黄泉，而活下去的唯一办法，竟是被改造为非生非死的“人造人“——活下去，无论付出什么代价!              ",完结,最终话 终曲,否,,,否
1132,213559,替身名媛,阿里文学,https://oss.mkzcdn.com/comic/cover/20181025/5bd18ad4cfd02-600x800.jpg!cover-400,"
              一群技术超凡的整容医师，如何通过整形揭发出杀人凶手的冒牌身份？              ",完结,第91话,否,,,否
1133,213595,绿茵美少女,阿里文学,https://oss.mkzcdn.com/comic/cover/20191221/5dfdb473c07e5-750x999.jpg!cover-400,"
              天才足球少年退役，却，却变成了美少女偶像球星？面对这个几乎全是绣花枕头的偶像球队，化名莉安的里昂开始了男扮女装唱歌跳舞兼职偶像的荆棘之路。足球？赢下来就是了。              ",完结,最终话,否,,,否
1134,212013,萨特,菜叶dream,https://oss.mkzcdn.com/comic/cover/20171015/59e32232c184d-359x479.jpg!cover-400,"
              少年海洋遇上未知的恐怖袭击，居然闯入了无人知晓的异世界，异世界充斥着他人即是地狱的黑暗哲理，海洋不断在寻求生存和真相，最终却发现一切为命中注定，在深深的绝望感面前，海洋该何去何从？              ",完结,最终话,否,,,否
1135,213304,我才不是你老妈耶！,极漫文化,https://oss.mkzcdn.com/comic/cover/20181102/5bdbaede7b365-600x800.jpg!cover-400,"
              17岁的高中少女陈珂是不良学生帮派西城帮的大姐，在一次帮派地盘争夺中误与三个灵童结下孽缘，成了三个灵童的妈妈。在多番驱赶无效后，被迫走上了天天炸毛操心的老母亲之路。              ",完结,第22话 江湖再见,否,,,否
1136,209493,入骨暖婚,剧能玩,https://oss.mkzcdn.com/comic/cover/20170717/596c745899bd2-222x296.jpg!cover-400,"
              政治婚姻会有什么样有趣的故事呢              ",完结,第31话,否,,,否
1137,213940,假面千金,仟绘动漫,https://oss.mkzcdn.com/comic/cover/20190104/5c2f16cf44948-750x999.jpg!cover-400,"
              艾晓蕾筹划多年，先接近仇人情妇取得信任，渗入宝信集团，逐步展开自己的复仇计划。却不想这时遇到陆氏集团二公子陆辰，两人各怀目的相互试探，随着二人不断深入的了解接触，艾晓蕾背负的身世之谜、数年前的豪门旧怨也不断被揭开……              ",完结,第14话 巧遇,否,,,否
1138,213438,萝莉法医,金橙动漫,https://oss.mkzcdn.com/comic/cover/20180930/5bb06be0e170e-598x797.jpg!cover-400,"
              萝莉女孩成为法医却害怕尸体！老祖宗法医之神宋慈前来帮忙！看一老一幼、大神和菜鸡，古今联手，侦破奇案。              ",完结,第12话,否,,,否
1139,213286,狼女攻略手册,极漫文化,https://oss.mkzcdn.com/comic/cover/20190925/5d8acf7522363-750x999.jpg!cover-400,"
              人类，吸血鬼，狼人共存的学校里，作为普通人类范海辛暗恋着狼人少女楚月绫，在机缘巧合下，范海新和狼人少年夏兰斯交换了身体，二人互换人生后，闹出了不少笑话。但因为担心暴露后的麻烦，二人仍然想要重新交换回来。可是拥有狼人的身份就可以接近楚月绫，范海辛左右为难，一边女神，一边自己的身体，他如果选择……              ",完结,最终话 我是直男啊！,否,,,否
1140,213594,姐姐来自神棍局,分布文化,https://oss.mkzcdn.com/comic/cover/20181030/5bd81fb82559f-600x800.jpg!cover-400,"
              求职四处碰壁的王佳收到奇怪的邮件，前去面试的时候被告知自己前世是个神仙？疑似老神棍的面试官一巴掌给自己拍穿越了，想活下去就得完成一个个穿越任务，为了小命，王佳只能和古人斗智斗勇……              ",完结,第44话 找了你很久,否,,,否
1141,209487,独家蜜婚,剧能玩,https://oss.mkzcdn.com/comic/cover/20170716/596b34cf336d2-222x296.jpg!cover-400,"
              第一次相亲，就被他拐进民政局连夜扯了证，婚后才发现他竟然是纵贯军政商三界的陆家长孙，全国数一数二的陆氏集团的首席总裁。 她只想找个平凡男人过平凡日子，没想要嫁个身世骇人的红三代啊！ “夫人，既然已经上了贼船，那就没法再下去了，还是老老实实跟我一起努力造人吧。”面对她的懊丧，他笑着将她搂入怀中，深深吻住。 她情不自禁地沦陷在他的柔情中。 原以为婚姻不过是一场豪赌，却不料这场豪赌如此暖人心脾，让她甘之如饴。              ",完结,第29话,否,,,否
1142,213274,捕风捉影的他,极漫文化,https://oss.mkzcdn.com/comic/cover/20180921/5ba4a617ac676-600x800.jpg!cover-400,"
              爱我，你却不承认？！明明身为人质的单以晴，竟然一点自觉也没有，花心还对解救了自己的警察精英循循善诱？“警官，看我撕掉你的伪装咩!!”              ",完结,第22话 最终话：宿醉之后,否,,,否
1143,214173,尸妻,开源动漫,https://oss.mkzcdn.com/comic/cover/20190308/5c81c861ac6d7-750x999.jpg!cover-400,"
              【每周五更新】为了一笔不义之财，我和父亲要帮忙处理一具很漂亮的女尸，却不想从此改变了我的生活。诡异的事件不断上门，却也有可爱的少女上门说是我的未婚妻。之前离奇消失的女尸却也突然出现。什么？！你也是我的未婚妻？这个世界究竟是怎么了……              ",完结,第15话 出事儿了！,否,,,否
1144,215233,重生之嫡女逆袭,二次元动漫,https://oss.mkzcdn.com/comic/cover/20200204/5e390ff6c1add-750x999.jpg!cover-400,"
              容貌被毁，亲娘冤死，一杯毒酒尚不够，付之烈焰而亡！逆天转世而生，誓要扭转乾坤，血仇得报！ 再次睁眼，己回到十三岁，娘亲才去世，父亲未续弦，为了不重蹈覆辙，她开始步步为营，却不料，揭开一桩掩没三十年的迷案。              ",完结,最终话 重返墨府,否,,,否
1145,208175,我的双面男友,昭花社,https://oss.mkzcdn.com/comic/cover/20170528/592af2d7caa90-1092x1456.jpg!cover-400,"
              理水是一名少女漫画家。得知自己新签约的作品是漫画社的执行主编亲自负责后非常向往这位主编，见面后对帅气的陆幕产生好感。另一方面一直支持她从小透明到有人气的作者的忠实粉丝小六，也对她有很多特殊的感情。理水在两者之间左右摇摆。而陆幕和小六的真实身份却是……              ",完结,第45话,否,,,否
