,标题,内容简介,分类,标签,下载链接,提取码,解压密码,来源地址
10,珊珊来迟的百度秒链地址使用方法介绍（电脑版）【最简单方法1分钟内完成】,,漫画,,,,,https://bbs.2046acg.com/thread-7587-1-14.html
11,【调·教SLG/中文】赫雷斯的角斗场：Jerez's Arena！官方中文步兵版【新作/全CV/900M】,,漫画,,,,,https://bbs.2046acg.com/thread-7583-1-14.html
12,【极品3D互动/动态】[AF3D] 银河之限：囚笼！精翻汉化版【新汉化/PC+安卓+动画】【1G】,,漫画,,,,,https://bbs.2046acg.com/thread-7582-1-14.html
13,【爆款RPG/汉化】妻獲り迷宮！雪拉莉德的异种歼终身刑 汉化作弊版+CG【PC+安卓/1.3G】,,漫画,,,,,https://bbs.2046acg.com/thread-7581-1-14.html
14,【欧美SLG/汉化/动态CG】美德：V.I.R.T.U.E.S. Ver0.7b 精翻汉化版【更新/PC+安卓】【4G】,,漫画,,,,,https://bbs.2046acg.com/thread-7580-1-14.html
15,【超拔作ADV/汉化】欢迎来到孕育之国播种乐园！精翻汉化版【新汉化/PC+安卓/2G】,,漫画,,,,,https://bbs.2046acg.com/thread-7579-1-14.html
16,【欧美SLG/大帝国汉化】腐化 Ver2.00 精修汉化作弊版+攻略+存档【更新/PC+安卓/5.8G】,,漫画,,,,,https://bbs.2046acg.com/thread-7574-1-14.html
17,【RPG/汉化/全动态】姐姐、正太、龙~都是大欧派姐姐的世界！精翻汉化版【新汉化/1G】,,漫画,,,,,https://bbs.2046acg.com/thread-7573-1-14.html
18,【ACT/中文/全动态】[武侠风] 风l流刀客！STEAM官方中文步兵版【新作/中文语音/1.3G】,,漫画,,,,,https://bbs.2046acg.com/thread-7572-1-14.html
19,【RPG/汉化】魔物娘讨伐RPG：银魔与失落的圣杯！精修完整汉化版【新汉化】【990M】,,漫画,,,,,https://bbs.2046acg.com/thread-7571-1-14.html
0,【欧美SLG/汉化/动态CG】临时特工 Ver1.4 精修汉化版【更新/PC+安卓/精美】【4G】,,漫画,,,,,https://bbs.2046acg.com/thread-7570-1-15.html
1,（重要必看）关于游戏区添加备用百度秒链地址的决定！,,漫画,,,,,https://bbs.2046acg.com/thread-7569-1-15.html
2,【沙盒大作/汉化/动态CG】摇摆罗宾 V0.6C 精翻汉化版+全CG【新汉化/PC+安卓】【5G】,,漫画,,,,,https://bbs.2046acg.com/thread-7565-1-15.html
3,【欧美SLG/汉化/动态CG】我们的老爸！V0.30 精翻汉化版+全CG【新汉化/PC+安卓】【2.4G】,,漫画,,,,,https://bbs.2046acg.com/thread-7564-1-15.html
4,【经营SLG/汉化/动态】哥布林巢穴？繁殖物语！V2汉化修复版+全CG【新汉化/全CV/2.1G】,,漫画,,,,,https://bbs.2046acg.com/thread-7563-1-15.html
5,【国产SLG/中文/动态CG】美女养成师！中文步兵正式版 【新作/PC+安卓】【国语CV/3G】,,漫画,,,,,https://bbs.2046acg.com/thread-7562-1-15.html
6,【RPG/汉化/动态CG】快乐的诅咒 Ver0.7 精修汉化步兵版+全CG存档【新汉化/300M】,,漫画,,,,,https://bbs.2046acg.com/thread-7561-1-15.html
7,【爆款RPG/汉化/全动态】BegieAde~谎言与复仇之诗！精修汉化版+全存档【新汉化/1.1G】,,漫画,,,,,https://bbs.2046acg.com/thread-7560-1-15.html
8,【国产SLG/中文/绅士爬塔】魔王契约 Ver2.3 中文版+全CG★精美【更新/全CV】【1.8G】,,漫画,,,,,https://bbs.2046acg.com/thread-7559-1-15.html
9,【欧美SLG/汉化/动态CG】低语-Murmur Ver0.3 精翻汉化版+全CG【新汉化/PC+安卓】【3.4G】,,漫画,,,,,https://bbs.2046acg.com/thread-7557-1-15.html
10,【神奇音游/中文/动态CG】绅士粉碎者~情爱节奏 V2.0.0官方中文+全DLC【更新/CV/1.7G】,,漫画,,,,,https://bbs.2046acg.com/thread-7556-1-15.html
11,【欧美SLG/汉化/动态CG】犯·罪之王的崛起 V0.5 精翻汉化版【更新/PC+安卓】【2.4G】,,漫画,,,,,https://bbs.2046acg.com/thread-7555-1-15.html
12,【ACT/中文/2.5D】碧蓝幻想 Versus 1.31 官方中文エロ步兵魔改版【新作/全CV】【7G】,,漫画,,,,,https://bbs.2046acg.com/thread-7550-1-15.html
13,【欧美SLG/汉化/动态CG】再度单身 Ver0.60 精翻汉化版+CG【新汉化/PC+安卓】【2.8G】,,漫画,,,,,https://bbs.2046acg.com/thread-7549-1-15.html
14,【极品3D互动/动态】[AF3D] 银河战舰G：囚笼！正式版【新作/PC+安卓+CG+动画】【2G】,,漫画,,,,,https://bbs.2046acg.com/thread-7548-1-15.html
15,【欧美SLG/汉化】企业文化 CorporateCulture V0.2精翻汉化版+全CG【更新/PC+安卓】【3.3G】,,漫画,,,,,https://bbs.2046acg.com/thread-7547-1-15.html
16,【互动SLG/无文本/全动态】北极星美少女 Polaris Girl DL完整正式版 【全CV】【1.4G】,,漫画,,,,,https://bbs.2046acg.com/thread-7546-1-15.html
17,【国产RPG/中文/动态CG】黑暗之源 Ver1.0 重制中文作弊版+全CG+攻略【更新】【2.6G】,,漫画,,,,,https://bbs.2046acg.com/thread-7545-1-15.html
18,【欧美SLG/汉化/动态CG】表演课~ActingLessons Ver1.0 精翻汉化完结版【完坑/3.5G】,,漫画,,,,,https://bbs.2046acg.com/thread-7544-1-15.html
19,【欧美SLG/汉化/动态CG】马尼拉·肖 V0.5 重置精翻汉化版+全CG【更新/PC+安卓】【5.5G】,,漫画,,,,,https://bbs.2046acg.com/thread-7533-1-15.html
0,【神奇SLG/中文/全动态】斗地主少女？！STEAM官方中文步兵修复版【新作/全CV】【2G】,,漫画,,,,,https://bbs.2046acg.com/thread-7532-1-16.html
1,【欧美SLG/汉化/动态】欲望回声：第2部新章 汉化版+第1部完结+CG【新作/PC+安卓/7G】,,漫画,,,,,https://bbs.2046acg.com/thread-7531-1-16.html
2,【国产RPG/中文/动态CG】袭梦都市 V0.80 中文作弊版+攻略【更新/PC+安卓】【3.2G】,,漫画,,,,,https://bbs.2046acg.com/thread-7530-1-16.html
3,【大型SLG/全动态/大帝国汉化】扭曲~The Twist Ver 0.39精修汉化作弊版+攻略【更新/12G】,,漫画,,,,,https://bbs.2046acg.com/thread-7529-1-16.html
4,【欧美SLG/汉化/动态CG】神话庄园 Ver1.4 巴比伦精修汉化作弊版+攻略【更新/PC+安卓】【4.5G】,,漫画,,,,,https://bbs.2046acg.com/thread-7528-1-16.html
5,真心累了，主站域名又被墙了，已经更换域名了/_ \,,漫画,,,,,https://bbs.2046acg.com/thread-7527-1-16.html
6,【欧美SLG/汉化/动态CG】嫉妒 完结汉化版+前作订婚完结版【完坑/PC+安卓】【6.2G】,,漫画,,,,,https://bbs.2046acg.com/thread-7525-1-16.html
7,【国产末世废土RPG/中文/动态CG】联合阵线 G20 正式中文版【新作/PC+安卓】【3.1G】,,漫画,,,,,https://bbs.2046acg.com/thread-7524-1-16.html
8,【欧美SLG/汉化/动态CG】私生女重置版 V1.6a fix2 精翻汉化版【7月13大作更新/2.6G】,,漫画,,,,,https://bbs.2046acg.com/thread-7523-1-16.html
9,【沙盒探索/汉化/动态CG】发条毒剂 V0.91 精翻汉化版+全CG【更新/PC+安卓】【4.8G】,,漫画,,,,,https://bbs.2046acg.com/thread-7522-1-16.html
10,【养成SLG/汉化/动态CG】和琴羽酱的同居生活 完整精翻汉化版【佳作/CV】【1G】,,漫画,,,,,https://bbs.2046acg.com/thread-7521-1-16.html
11,【欧美RPG/汉化/全动态】纳迪亚之宝 Ver42072 精翻汉化版★神级画面+存档【更新/3.1G】,,漫画,,,,,https://bbs.2046acg.com/thread-7518-1-16.html
12,【恶堕RPG/汉化】污染快堕王女~人格、肉体、国家蹂躙RPG 汉化作弊版+CG【新汉化/2G】,,漫画,,,,,https://bbs.2046acg.com/thread-7517-1-16.html
13,【欧美SLG/汉化/动态CG】神秘之石！全四章 精修汉化版+全CG【7.12日更新/PC+安卓/9G】,,漫画,,,,,https://bbs.2046acg.com/thread-7516-1-16.html
14,【国人自制ADV/中文/动态CG】金O麟岂是池中物 Ver0.4 小说改编【佳作/国语CV】【2G】,,漫画,,,,,https://bbs.2046acg.com/thread-7515-1-16.html
15,【国产RPG/中文/动态CG】虚实生活 Ver1.0 中文作弊版+礼包码【更新/PC+安卓】【8G】,,漫画,,,,,https://bbs.2046acg.com/thread-7514-1-16.html
16,【RPG/汉化/全动态】悦乐百华~阿莱格里亚 V1.00 精修完整汉化版+全CG【新汉化/400M】,,漫画,,,,,https://bbs.2046acg.com/thread-7513-1-16.html
17,【3D互动/全动态】堕落玩偶 女2号：爱O欲行动 Ver0.27+VR+动画【新敌人/新H场景/16G】,,漫画,,,,,https://bbs.2046acg.com/thread-7506-1-16.html
18,【国产RPG/中文/全动态】逆命·REVERSE FATE V1.3 官方中文步兵版【更新/可纯可绿/3.6G】,,漫画,,,,,https://bbs.2046acg.com/thread-7505-1-16.html
19,【经营SLG/汉化/动态】哥布林巢穴？繁殖物语！汉化版+全CG【新汉化/高可玩/全CV/3G】,,漫画,,,,,https://bbs.2046acg.com/thread-7503-1-16.html
0,【欧美SLG/汉化/动态CG】我的学园生活 Ver1.0 精翻汉化版+全CG【更新/PC+安卓】【6G】,,漫画,,,,,https://bbs.2046acg.com/thread-7502-1-17.html
1,【沙盒SLG/汉化/动态CG】公共涩晴！Ver0.40 精翻汉化版+全CG【更新/PC+安卓版/1G】,,漫画,,,,,https://bbs.2046acg.com/thread-7501-1-17.html
2,【RPG/汉化】魔王领主和守护骑士：魔王と守護騎士！精翻汉化版+CG包【新汉化/600M】,,漫画,,,,,https://bbs.2046acg.com/thread-7500-1-17.html
3,【国产SRPG/绅士魔改】了不起的修仙模拟器：合·欢宗绅士MOD整合版【多MOD/1.8G】,,漫画,,,,,https://bbs.2046acg.com/thread-7499-1-17.html
4,【RPG/中文/步兵】御神巫女IF！V1.4官方中文更新版+全CG存档+攻略【更新/PC+安卓/2.8G】,,漫画,,,,,https://bbs.2046acg.com/thread-7497-1-17.html
5,【探索RPG/中文/全动态】寻女之旅：迷雾之森 V7.9 官方中文步兵版【更新/全CV/1.1G】,,漫画,,,,,https://bbs.2046acg.com/thread-7496-1-17.html
6,【绿帽RPG/汉化】勇者的被寝取冒险！精翻汉化版+全回想存档【新汉化】【1.6G】,,漫画,,,,,https://bbs.2046acg.com/thread-7495-1-17.html
7,【3D神作/全动态】尾O行【1-4】全系列中文版合集+青行灯COS珍藏版【超经典】【4G】,,漫画,,,,,https://bbs.2046acg.com/thread-7494-1-17.html
8,【互动SLG/全动态】夜袭睡着的妹妹！Ver1.13 步兵完全版【UNITY引擎/全CV】【500M】,,漫画,,,,,https://bbs.2046acg.com/thread-7493-1-17.html
9,有事外出中，发帖会较晚,,漫画,,,,,https://bbs.2046acg.com/thread-7492-1-17.html
10,【欧美SLG/汉化/动态CG】牛奶触觉 Ver1.4 精翻作弊汉化版+全CG【更新/PC+安卓】【2.6G】,,漫画,,,,,https://bbs.2046acg.com/thread-7487-1-17.html
11,【重扣ADV/汉化】阿纳斯塔西娅与7名姬女神~银纹の烙印！汉化版+CG【疯狂NTR/丧病/4G】,,漫画,,,,,https://bbs.2046acg.com/thread-7486-1-17.html
12,【拔作ADV/汉化】后宫领主：向骑士圣女魔王播种！精翻汉化版【新汉化/PC+安卓/2G】,,漫画,,,,,https://bbs.2046acg.com/thread-7485-1-17.html
13,【欧美SLG/沙盒/汉化】风暴来袭 Ver0.30 精翻汉化版+CG【新汉化/PC+安卓】【2G】,,漫画,,,,,https://bbs.2046acg.com/thread-7484-1-17.html
14,【RPG/国人/中文】罪恶都市之丧尸小镇！本传+外传完整中文版【PC+安卓/重扣/1.5G】,,漫画,,,,,https://bbs.2046acg.com/thread-7483-1-17.html
15,【欧美QSP/汉化/动态CG】诡屋有鬼~灵魂附体 V1.20 汉化修复版+攻略+作弊【2.5G】,,漫画,,,,,https://bbs.2046acg.com/thread-7482-1-17.html
16,【国产RPG/中文/动态CG】重生之花都修仙！Ver0.33 中文作弊版//畅玩+进阶【7.8更新/3G】,,漫画,,,,,https://bbs.2046acg.com/thread-7476-1-17.html
17,【RPG/汉化/动态CG】僵尸生活 Ver1.1B3 完结汉化修复版+作弊室+攻略【完坑】【500M】,,漫画,,,,,https://bbs.2046acg.com/thread-7475-1-17.html
18,【欧美RPG/大帝国汉化/动态】我的新生活重置 V0.75 精翻汉化版+存档+CG【7.8更新/6G】,,漫画,,,,,https://bbs.2046acg.com/thread-7474-1-17.html
19,【HAG/汉化/全动态】离家出走少女诱O：弱气少女RBQ开发！汉化版【全CV】【1G】,,漫画,,,,,https://bbs.2046acg.com/thread-7473-1-17.html
0,【国人自制SLG/中文/完结】征服日之岛 逍遥大大制作完整版！【良心/CV】【1.8G】,,漫画,,,,,https://bbs.2046acg.com/thread-7471-1-18.html
1,【3D/I社/璇玑公主】HoneySelect 2：原欲 V1.3 精修汉化步兵解x码整合版【7月7日更新/30G】,,漫画,,,,,https://bbs.2046acg.com/thread-7469-1-18.html
2,【欧美RPG/汉化/动态】家庭事务 Ver3.4 精翻汉化版【僵尸生活作者/更新】【500M】,,漫画,,,,,https://bbs.2046acg.com/thread-7466-1-18.html
3,【对战ACT/全动态】狩x猎少女 VS 超能力H大叔！步兵精翻汉化版【新汉化/PC+安卓/500M】,,漫画,,,,,https://bbs.2046acg.com/thread-7465-1-18.html
4,【欧美SLG/汉化/动态CG】阴影笼罩的曼斯顿 Ver3.2 精翻汉化版【更新/PC+安卓】【2G】,,漫画,,,,,https://bbs.2046acg.com/thread-7464-1-18.html
5,【欧美SLG/汉化】赫敏：巫师调x教（银版）Ver1.35 魔改精修汉化版【佳作】【1G】,,漫画,,,,,https://bbs.2046acg.com/thread-7463-1-18.html
6,【欧美SLG/汉化/动态CG】校长先生！Ver0.72 精翻汉化作弊版+全CG【PC+安卓】【4G】,,漫画,,,,,https://bbs.2046acg.com/thread-7462-1-18.html
7,【RPG/中文/步兵】福音的使徒：官中步兵修复版+步兵CG包+攻略【PC+安卓】【2.6G】,,漫画,,,,,https://bbs.2046acg.com/thread-7461-1-18.html
8,【超赞拔作ADV/汉化】邪娠昌馆~银乱巨汝母娘生贄仪式 汉化版+CG包【新汉化】【2G】,,漫画,,,,,https://bbs.2046acg.com/thread-7455-1-18.html
9,【后宫SLG/汉化/动态CG】一生一次 Ver0.6 精翻汉化版+全CG【更新/PC+安卓】【3.6G】,,漫画,,,,,https://bbs.2046acg.com/thread-7454-1-18.html
10,【催x眠SLG/汉化/全动态】催·眠APP公寓2.0 露胖次是常识！精翻汉化版【新汉化/400M】,,漫画,,,,,https://bbs.2046acg.com/thread-7453-1-18.html
11,【欧美SLG/汉化/动态】这就是传奇 Ver0.20 高压精修汉化版【更新/手绘/PC+安卓/700M】,,漫画,,,,,https://bbs.2046acg.com/thread-7452-1-18.html
12,【3DSLG/汉化/全动态】与袖珍手办相伴的日常 完整中文版【白丝兔耳】【1.2G】,,漫画,,,,,https://bbs.2046acg.com/thread-7451-1-18.html
13,【大型QSP/中文/魔改】就是个混蛋！V0.28 全亚洲角色替换版 [某宝高价]【区区94G】,,漫画,,,,,https://bbs.2046acg.com/thread-7450-1-18.html
14,【欧美RPG/汉化/全动态】纳迪亚之宝 Ver40071 精翻汉化版★神级画面+存档【更新/3G】,,漫画,,,,,https://bbs.2046acg.com/thread-7446-1-18.html
15,【佳作RPG/汉化】索尼娅与银狱山村~☆ V2.2.0 精翻汉化版+全CG存档【新汉化/700M】,,漫画,,,,,https://bbs.2046acg.com/thread-7445-1-18.html
16,【欧美SLG/沙盒/汉化/动态】触手：Tentacular R2.1 精翻汉化版【新汉化/PC+安卓】【3G】,,漫画,,,,,https://bbs.2046acg.com/thread-7444-1-18.html
17,【和风SLG/中文/全动态】妖语 V3.0「Another Secret」中文步兵/附存档【更新/全CV/1G】,,漫画,,,,,https://bbs.2046acg.com/thread-7443-1-18.html
18,【佳作SLG/汉化】妻中蜜3~妻みぐい3！完整汉化版+全CG档+CG包+全动画【NTR大作/3.3G】,,漫画,,,,,https://bbs.2046acg.com/thread-7442-1-18.html
19,【ADV/汉化】爱之钥2 [拯救死宅幼驯染？] 精翻汉化硬盘版【纯爱/全CV】【900M】,,漫画,,,,,https://bbs.2046acg.com/thread-7441-1-18.html
0,【超爆款RPG/汉化】史上最贵黄鼬：文艺复兴の奴隶牧场RPG！汉化版【新汉化/900M】,,漫画,,,,,https://bbs.2046acg.com/thread-7437-1-19.html
1,【欧美SLG/汉化/动态CG】缘起缘落 Ver0.11 精翻汉化版+全CG【新汉化/PC+安卓】【2.2G】,,漫画,,,,,https://bbs.2046acg.com/thread-7436-1-19.html
2,【和风RPG/汉化/动态CG】火众之忍~火众の忍 完整精翻汉化版 【新汉化/全CV】【1.23G】,,漫画,,,,,https://bbs.2046acg.com/thread-7435-1-19.html
3,【大型RPG/中文/步兵】[虚幻4/魔兽]涅槃红龙~艾泽拉斯之艹 V1.01b 中文步兵版【更新/6G】,,漫画,,,,,https://bbs.2046acg.com/thread-7434-1-19.html
4,【欧美SLG/中文/动态】火影女忍者训练师 V1.30 官方中文作弊版【更新/PC+安卓/700M】,,漫画,,,,,https://bbs.2046acg.com/thread-7433-1-19.html
5,【RPG/汉化/NTR】女商人拉姆：借金返还之旅！汉化作弊版+全CG【新汉化/PC+安卓版/3G】,,漫画,,,,,https://bbs.2046acg.com/thread-7428-1-19.html
6,【毛子ADV/中文】甜心水果蛋糕：绅士俱乐部！官方中文步兵版+社保DLC+攻略【新作/2G】,,漫画,,,,,https://bbs.2046acg.com/thread-7427-1-19.html
7,【欧美SLG/汉化/动态CG】职场高升：HighRiseClimb Ver0.80B 精翻完整汉化版【更新/7G】,,漫画,,,,,https://bbs.2046acg.com/thread-7426-1-19.html
8,【欧美SLG/汉化/动态CG】快乐的暑假 Happy Summer-V0.25 汉化版【更新/PC+安卓】【1.6G】,,漫画,,,,,https://bbs.2046acg.com/thread-7425-1-19.html
9,【国产RPG/中文/动态CG】重生之花都修仙！Ver0.33 中文版+全CG★超精美【7.3更新/3G】,,漫画,,,,,https://bbs.2046acg.com/thread-7424-1-19.html
10,【RPG/汉化/动态】炼金术师的异世界之旅！精翻汉化完结版+CG【新汉化/PC+安卓/600M】,,漫画,,,,,https://bbs.2046acg.com/thread-7419-1-19.html
11,【SLG/中文】エロ女孩GAME！全系列8款游戏合集 [官方中文/步兵社保]【新作/1.3G】,,漫画,,,,,https://bbs.2046acg.com/thread-7418-1-19.html
12,【RPG/汉化/战斗H】肃清的蓝宝石：粛清のサファイア！精翻完整汉化版【新作/CV/600M】,,漫画,,,,,https://bbs.2046acg.com/thread-7417-1-19.html
13,【欧美SLG/汉化/动态CG】神器眼镜 Glassix Ver0.50 作弊官方中文+存档【更新】【5G】,,漫画,,,,,https://bbs.2046acg.com/thread-7416-1-19.html
14,【欧美ACT/3D/全动态】[虚幻4] 魔物娘配种饲养员 V0.738 中文作弊版【更新/CV】【4G】,,漫画,,,,,https://bbs.2046acg.com/thread-7415-1-19.html
15,【养成SLG/中文/步兵】邻桌女同学：Deskmate Girl 官方中文步兵版+存档【新作/全CV/400M】,,漫画,,,,,https://bbs.2046acg.com/thread-7414-1-19.html
16,【超大作RPG/中文/全系列】兰斯10：决战！官方中文修复版+全系列游戏+CG+动画【18G】,,漫画,,,,,https://bbs.2046acg.com/thread-7406-1-19.html
17,【欧美SLG/汉化/动态CG】山村欲望记 Ver12.0 精翻作弊汉化版+存档【大更新/PC+安卓/6G】,,漫画,,,,,https://bbs.2046acg.com/thread-7405-1-19.html
18,【超爆款RPG/汉化】夏天和青梅竹马的NTR故事！V1.04 汉化作弊版+存档+CG【新汉化/2G】,,漫画,,,,,https://bbs.2046acg.com/thread-7404-1-19.html
19,【ACT/汉化/全动态】魔女复仇之夜 V0.39D 步兵无修中文版★新场景/H事件【更新/803M】,,漫画,,,,,https://bbs.2046acg.com/thread-7403-1-19.html
0,【欧美SLG/汉化/动态CG】我和僵尸有个约会 Ver0.7 精翻汉化版+全CG【新汉化】【2.4G】,,漫画,,,,,https://bbs.2046acg.com/thread-7402-1-20.html
1,【RPG/汉化/战斗H】夏尔与YIN堕的魔窟~シエルとO堕の魔窟 精翻汉化版【全CV】【350M】,,漫画,,,,,https://bbs.2046acg.com/thread-7401-1-20.html
2,【欧美SLG/汉化/动态CG】重返木屋 Ver1.0 精翻汉化版+攻略【更新/PC+安卓】【4G】,,漫画,,,,,https://bbs.2046acg.com/thread-7395-1-20.html
3,【SLG/汉化/全动态】魔界女仆~恶魔天使和勇者的咖啡店 V1.4 官方中文版【更新/2.5G】,,漫画,,,,,https://bbs.2046acg.com/thread-7394-1-20.html
4,【欧美RPG/汉化/动态CG】我的新生活重置 Ver0.70 汉化作弊版+存档+CG【更新】【6G】,,漫画,,,,,https://bbs.2046acg.com/thread-7393-1-20.html
5,【3D欧美SLG/汉化/全动态】威利大冒险！Ver0.48 精修汉化版【6.30神作更新】【21G】,,漫画,,,,,https://bbs.2046acg.com/thread-7392-1-20.html
6,【后宫沙盒/汉化/动态CG】平静的人生 Ver0.7 精翻汉化版【新汉化/PC+安卓】【1.8G】,,漫画,,,,,https://bbs.2046acg.com/thread-7391-1-20.html
7,【HTML/中翻/全动态】碧·池奴隶管理器 Whoremaker Release V21+作弊代码【更新】【750】,,漫画,,,,,https://bbs.2046acg.com/thread-7390-1-20.html
8,【大型策略/汉化/魔改】群星 Stellaris V2.3.2多彩银河绅士魔改 1.40中文版【12G】,,漫画,,,,,https://bbs.2046acg.com/thread-7389-1-20.html
9,【欧美SLG/汉化/动态CG】二次元老婆学院 V0.80B 精修汉化版+CG【神作更新/PC+安卓/9G】,,漫画,,,,,https://bbs.2046acg.com/thread-7384-1-20.html
10,【欧美SLG/汉化/动态CG】治愈我的性瘾！C3E7精修汉化版+前作【更新/PC+安卓】【3.7G】,,漫画,,,,,https://bbs.2046acg.com/thread-7383-1-20.html
11,【超拔作ADV/汉化】随意配种！异种族孕育RBQ村！汉化版+存档【新汉化/全CV/600M】,,漫画,,,,,https://bbs.2046acg.com/thread-7382-1-20.html
12,【惊艳神作SLG/汉化/动态】阳光的爱 V0.20 汉化版★旋律作者新作【更新/PC+安卓/4G】,,漫画,,,,,https://bbs.2046acg.com/thread-7380-1-20.html
13,【欧美QSP/汉化/动态CG】乱X崙家庭生活 Family Life Ver1.9.5 精修汉化版【大帝国/20G】,,漫画,,,,,https://bbs.2046acg.com/thread-7379-1-20.html
14,【神级RPG/中文/步兵】[小马拉大车] 欲x望之尾 V0.30官方中文版+存档+CG【更新/1.3G】,,漫画,,,,,https://bbs.2046acg.com/thread-7373-1-20.html
15,【RPG/汉化】RBQ女骑士丝蒂丽雅~领主和魔人阴谋！精修汉化版【新汉化/PC+安卓/3G】,,漫画,,,,,https://bbs.2046acg.com/thread-7372-1-20.html
16,【3D互动/全动态】亲戚家双胞胎少女逆推！被发现人生就完蛋的强制播种+动画【1.8G】,,漫画,,,,,https://bbs.2046acg.com/thread-7371-1-20.html
17,【武侠SLG/中文】金庸群侠传X：Renpy重制中文版 Ver0.35★国语CV【魔改/PC+安卓】【11G】,,漫画,,,,,https://bbs.2046acg.com/thread-7370-1-20.html
18,【欧美SLG/汉化/动态CG】淑母 Motherless CH1-3 精翻汉化版【更新/PC+安卓】【1.4G】,,漫画,,,,,https://bbs.2046acg.com/thread-7369-1-20.html
19,【欧美SLG/汉化/动态CG】心愿：The Wish 精修汉化完结版+攻略【新汉化/PC+安卓/2G】,,漫画,,,,,https://bbs.2046acg.com/thread-7368-1-20.html
0,【国产SLG/中文/动态CG】好铯小姨 Ver0.90 HD超清完结版【完坑/补发】【PC+安卓/9G】,,漫画,,,,,https://bbs.2046acg.com/thread-7367-1-21.html
1,【大型SLG/汉化】怪盗夜祭：《Out Vegetables》精翻汉化版+全CG存档+攻略【3.5G】,,漫画,,,,,https://bbs.2046acg.com/thread-7366-1-21.html
2,【欧美SLG/汉化/动态CG】神话庄园 Ver1.4 巴比伦精修汉化作弊版+攻略【更新】【2.4G】,,漫画,,,,,https://bbs.2046acg.com/thread-7361-1-21.html
3,【大型拔作ADV/汉化/全动态】輪舞曲Duo-黎明的扶她祈愿者 Ver1.1 精翻汉化版【7G】,,漫画,,,,,https://bbs.2046acg.com/thread-7360-1-21.html
4,【欧美SLG/汉化/动态CG】我很荣幸 Ver0.50 精翻汉化版+全CG【更新/PC+安卓】【3G】,,漫画,,,,,https://bbs.2046acg.com/thread-7359-1-21.html
5,【欧美SLG/汉化/动态CG】中年危机 Ver1.9 精翻汉化版+全CG【更新/PC+安卓】【5G】,,漫画,,,,,https://bbs.2046acg.com/thread-7358-1-21.html
6,【国产RPG/中文/动态CG】末世余生 Ver4.5.0 破·解完整版+攻略+礼包码【PC+安卓/4.3G】,,漫画,,,,,https://bbs.2046acg.com/thread-7357-1-21.html
7,【欧美RPG/汉化/动态CG】农民的追求 Ver2.00 精修作弊汉化版+存档+攻略【更新/3G】,,漫画,,,,,https://bbs.2046acg.com/thread-7351-1-21.html
8,【大型ADV/汉化】童话安魂曲 R18精翻汉化硬盘版+存档+攻略【新汉化/全CV】【4.3G】,,漫画,,,,,https://bbs.2046acg.com/thread-7350-1-21.html
9,【超拔作ADV/汉化】姐妹X催·眠2代：绝对服从！人x妻和JK 汉化版+存档【新汉化/1.8G】,,漫画,,,,,https://bbs.2046acg.com/thread-7349-1-21.html
10,【沙盒SLG/汉化/动态CG】公共涩晴！Ver0.30 精翻汉化版+全CG【新汉化/PC+安卓/1G】,,漫画,,,,,https://bbs.2046acg.com/thread-7348-1-21.html
11,【欧美SLG/汉化/动态CG】欲·望英雄 Ver2.1 完结精翻汉化版【更新完坑/PC+安卓】【2.7G】,,漫画,,,,,https://bbs.2046acg.com/thread-7347-1-21.html
12,【欧美SLG/汉化/动态CG】私人助理 Assistant V0.25 精翻汉化作弊版【更新/PC+安卓】【4G】,,漫画,,,,,https://bbs.2046acg.com/thread-7346-1-21.html
13,【超大作RPG/中文/全系列】兰斯10：决战！官方中文破解版+全系列游戏+CG+动画【18G】,,漫画,,,,,https://bbs.2046acg.com/thread-7342-1-21.html
14,【音游ACT/中文/全动态】欧派缪斯~Oppai Muse 官方中文步兵版【新作/全CV】【370M】,,漫画,,,,,https://bbs.2046acg.com/thread-7341-1-21.html
15,【超强拔作ADV/汉化】透明化！走到哪发射到哪！汉化版+全CG【新汉化】【800M】,,漫画,,,,,https://bbs.2046acg.com/thread-7340-1-21.html
16,【大型RPG/汉化】黑暗魔法~堕x落之镇鲁耶迪 完整精翻汉化版+全CG 【新汉化/1.5G】,,漫画,,,,,https://bbs.2046acg.com/thread-7339-1-21.html
17,【经营SLG/汉化/2D】庇.护.所~一个世界末日的故事 Ver0.17 精翻汉化版【更新】【920M】,,漫画,,,,,https://bbs.2046acg.com/thread-7337-1-21.html
18,【互动SLG/中文/全动态】迷失的生命：Lost Life Ver1.16 官方中文版【养成/PC+安卓】,,漫画,,,,,https://bbs.2046acg.com/thread-7336-1-21.html
19,【欧美SLG/GG汉化】血族 Ver0.72 精翻汉化版+全CG【新汉化/PC+安卓】【3.4G】,,漫画,,,,,https://bbs.2046acg.com/thread-7334-1-21.html
0,【欧美SLG/汉化/动态CG】巨龙掠夺者：Ravager Ver2.23 精翻汉化版【新汉化/PC+安卓/1G】,,漫画,,,,,https://bbs.2046acg.com/thread-7333-1-22.html
1,【ADV/中文/动态】纯情魅魔的同居生活？Ver1.10 官方中文步兵版【更新/全CV】【850M】,,漫画,,,,,https://bbs.2046acg.com/thread-7332-1-22.html
2,【国产RPG/中文/动态CG】末世启示录 Ver1.4 全剧情解锁中文版【更新/PC+安卓】【2G】,,漫画,,,,,https://bbs.2046acg.com/thread-7331-1-22.html
